graph_uid,tracking_timestamp_us,utc_timestamp_ns,tx_world_device,ty_world_device,tz_world_device,qx_world_device,qy_world_device,qz_world_device,qw_world_device,device_linear_velocity_x_device,device_linear_velocity_y_device,device_linear_velocity_z_device,angular_velocity_x_device,angular_velocity_y_device,angular_velocity_z_device,gravity_x_world,gravity_y_world,gravity_z_world,quality_score,geo_available,tx_ecef_device,ty_ecef_device,tz_ecef_device,qx_ecef_device,qy_ecef_device,qz_ecef_device,qw_ecef_device
ea7288b8-b6a0-012d-8156-257aba6bd796,149233437,1686767222002923694,-0.009559,-0.014354,-0.001124,0.499937987,0.498608967,-0.476885220,0.523480270,0.046787,-0.348617,0.253206,-0.102905,0.065468,-0.076989,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149234436,1686767222002923694,-0.009891,-0.014618,-0.001179,0.499907348,0.498669657,-0.476863650,0.523471371,0.046624,-0.349892,0.254000,-0.100140,0.067704,-0.071875,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149235481,1686767222002923694,-0.010240,-0.014895,-0.001237,0.499876637,0.498733231,-0.476839808,0.523461850,0.047149,-0.350740,0.254308,-0.102423,0.070928,-0.072663,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149236435,1686767222002923694,-0.010558,-0.015147,-0.001290,0.499848234,0.498793075,-0.476816624,0.523453071,0.047686,-0.351264,0.254295,-0.107419,0.074118,-0.073595,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149237434,1686767222002923694,-0.010893,-0.015412,-0.001346,0.499816727,0.498857841,-0.476791790,0.523444060,0.048297,-0.351899,0.254378,-0.111437,0.072682,-0.078943,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149238433,1686767222002923694,-0.011228,-0.015678,-0.001403,0.499784042,0.498923119,-0.476767470,0.523435203,0.048259,-0.353043,0.254987,-0.110144,0.071593,-0.077569,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149239433,1686767222002923694,-0.011564,-0.015944,-0.001459,0.499750657,0.498987936,-0.476743247,0.523427355,0.048140,-0.353770,0.255074,-0.113755,0.068082,-0.077557,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149240478,1686767222002923694,-0.011916,-0.016222,-0.001518,0.499714945,0.499055407,-0.476717245,0.523420808,0.047992,-0.354718,0.255363,-0.115891,0.067783,-0.074339,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149241431,1686767222002923694,-0.012238,-0.016476,-0.001572,0.499681629,0.499116545,-0.476693418,0.523416019,0.047945,-0.355597,0.255676,-0.117143,0.063371,-0.075643,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149242431,1686767222002923694,-0.012577,-0.016744,-0.001629,0.499645824,0.499180047,-0.476669229,0.523411672,0.047996,-0.356715,0.256239,-0.116313,0.061951,-0.075305,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149243430,1686767222002923694,-0.012917,-0.017011,-0.001685,0.499609875,0.499242820,-0.476645557,0.523407674,0.047988,-0.357801,0.256762,-0.115895,0.059922,-0.074856,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149244429,1686767222002923694,-0.013257,-0.017279,-0.001742,0.499573216,0.499307049,-0.476621895,0.523402944,0.049289,-0.358539,0.256975,-0.119097,0.065096,-0.081013,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149245474,1686767222002923694,-0.013614,-0.017560,-0.001803,0.499534151,0.499378115,-0.476596919,0.523395172,0.050913,-0.359573,0.257513,-0.119449,0.072239,-0.088537,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149246427,1686767222002923694,-0.013940,-0.017817,-0.001861,0.499497603,0.499446056,-0.476574057,0.523386044,0.051774,-0.360225,0.257614,-0.123119,0.074390,-0.093002,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149247427,1686767222002923694,-0.014283,-0.018086,-0.001921,0.499457735,0.499517560,-0.476550539,0.523377266,0.051263,-0.361193,0.257983,-0.123852,0.067376,-0.091568,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149248426,1686767222002923694,-0.014627,-0.018356,-0.001980,0.499416673,0.499586558,-0.476527517,0.523371554,0.050268,-0.362057,0.258197,-0.126135,0.059870,-0.085747,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149249427,1686767222002923694,-0.014972,-0.018626,-0.002039,0.499374924,0.499653552,-0.476505074,0.523367870,0.050231,-0.363305,0.258898,-0.123800,0.056419,-0.085978,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149250470,1686767222002923694,-0.015333,-0.018909,-0.002101,0.499331518,0.499722804,-0.476481696,0.523364450,0.050402,-0.364255,0.259211,-0.125795,0.058146,-0.083726,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149251424,1686767222002923694,-0.015664,-0.019168,-0.002157,0.499292310,0.499786249,-0.476459673,0.523361323,0.050723,-0.365400,0.259822,-0.124344,0.058981,-0.083822,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149252423,1686767222002923694,-0.016012,-0.019440,-0.002217,0.499251573,0.499853718,-0.476435389,0.523357857,0.051313,-0.366064,0.259861,-0.129124,0.063720,-0.082892,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149253422,1686767222002923694,-0.016360,-0.019712,-0.002278,0.499210229,0.499923005,-0.476409720,0.523354482,0.051939,-0.366896,0.260086,-0.131917,0.064167,-0.085848,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149254421,1686767222002923694,-0.016709,-0.019984,-0.002339,0.499167649,0.499993627,-0.476383871,0.523351163,0.052378,-0.367756,0.260316,-0.134679,0.064422,-0.087139,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149255466,1686767222002923694,-0.017076,-0.020270,-0.002403,0.499122245,0.500067440,-0.476357792,0.523347680,0.052574,-0.369152,0.261115,-0.131723,0.060662,-0.089461,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149256420,1686767222002923694,-0.017411,-0.020531,-0.002461,0.499080839,0.500133821,-0.476334556,0.523344885,0.052404,-0.370174,0.261541,-0.132207,0.060290,-0.085604,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149257419,1686767222002923694,-0.017763,-0.020805,-0.002523,0.499037852,0.500202526,-0.476309896,0.523342659,0.052468,-0.371307,0.262125,-0.131402,0.058986,-0.084734,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149258419,1686767222002923694,-0.018117,-0.021080,-0.002584,0.498994789,0.500270687,-0.476284855,0.523341358,0.052392,-0.372154,0.262369,-0.133894,0.057860,-0.082447,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149259418,1686767222002923694,-0.018471,-0.021355,-0.002646,0.498951831,0.500338864,-0.476259713,0.523340020,0.052978,-0.373414,0.263095,-0.131535,0.059596,-0.084320,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149260462,1686767222002923694,-0.018842,-0.021644,-0.002711,0.498907511,0.500411429,-0.476232829,0.523337358,0.053792,-0.374355,0.263386,-0.133741,0.065062,-0.085047,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149261416,1686767222002923694,-0.019182,-0.021907,-0.002771,0.498866797,0.500479708,-0.476207417,0.523334001,0.054627,-0.375192,0.263648,-0.135776,0.067137,-0.088855,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149262416,1686767222002923694,-0.019539,-0.022184,-0.002835,0.498822830,0.500552384,-0.476181225,0.523330237,0.054932,-0.376124,0.263956,-0.137420,0.064648,-0.091143,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149263415,1686767222002923694,-0.019897,-0.022461,-0.002899,0.498776840,0.500625827,-0.476156454,0.523326358,0.055679,-0.377058,0.264311,-0.138546,0.062406,-0.097811,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149264414,1686767222002923694,-0.020255,-0.022739,-0.002965,0.498729557,0.500700221,-0.476133684,0.523320965,0.056519,-0.378400,0.265171,-0.134887,0.063202,-0.102703,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149265450,1686767222002923694,-0.020628,-0.023028,-0.003033,0.498679808,0.500777963,-0.476111115,0.523314520,0.056861,-0.379279,0.265432,-0.137299,0.061830,-0.104182,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149266413,1686767222002923694,-0.020976,-0.023296,-0.003096,0.498632433,0.500849886,-0.476090020,0.523310025,0.056475,-0.380081,0.265597,-0.140212,0.057449,-0.101233,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149267412,1686767222002923694,-0.021337,-0.023575,-0.003161,0.498582627,0.500923265,-0.476066909,0.523308269,0.055849,-0.380792,0.265649,-0.144553,0.054612,-0.094867,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149268411,1686767222002923694,-0.021699,-0.023854,-0.003227,0.498533726,0.500996040,-0.476041877,0.523307962,0.056113,-0.381920,0.266258,-0.143832,0.058835,-0.091354,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149269411,1686767222002923694,-0.022062,-0.024135,-0.003292,0.498486241,0.501068756,-0.476015882,0.523307223,0.056371,-0.383116,0.266925,-0.142426,0.059892,-0.090406,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149270455,1686767222002923694,-0.022443,-0.024428,-0.003361,0.498436460,0.501145266,-0.475988080,0.523306665,0.056795,-0.383867,0.267022,-0.146869,0.060437,-0.091293,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149271409,1686767222002923694,-0.022791,-0.024696,-0.003424,0.498389420,0.501216310,-0.475961937,0.523307206,0.057003,-0.384468,0.266985,-0.151921,0.058631,-0.092263,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149272408,1686767222002923694,-0.023156,-0.024976,-0.003490,0.498338942,0.501292328,-0.475933560,0.523308272,0.057780,-0.385230,0.267156,-0.155443,0.062535,-0.093816,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149273407,1686767222002923694,-0.023523,-0.025258,-0.003558,0.498287536,0.501370276,-0.475904756,0.523308743,0.058529,-0.386131,0.267501,-0.157117,0.062872,-0.098330,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149274407,1686767222002923694,-0.023890,-0.025540,-0.003626,0.498235375,0.501449274,-0.475876338,0.523308559,0.059016,-0.387230,0.268046,-0.156758,0.063778,-0.099600,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149275451,1686767222002923694,-0.024275,-0.025835,-0.003697,0.498180665,0.501531236,-0.475847349,0.523308460,0.058884,-0.388477,0.268668,-0.155404,0.059836,-0.098700,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149276405,1686767222002923694,-0.024627,-0.026105,-0.003762,0.498131786,0.501604152,-0.475821532,0.523308578,0.058676,-0.390047,0.269736,-0.149471,0.059861,-0.094044,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149277404,1686767222002923694,-0.024998,-0.026390,-0.003831,0.498082264,0.501679167,-0.475795241,0.523307711,0.059232,-0.391418,0.270621,-0.145821,0.060695,-0.096200,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
ea7288b8-b6a0-012d-8156-257aba6bd796,149278404,1686767222002923694,-0.025370,-0.026675,-0.003900,0.498032137,0.501754803,-0.475770005,0.523305848,0.059858,-0.392270,0.270909,-0.147793,0.059905,-0.100494,0.000000,0.000000,-9.810000,0.5,0,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,1.000000000
