tracking_timestamp_us,left_tracking_confidence,tx_left_landmark_0_device,ty_left_landmark_0_device,tz_left_landmark_0_device,tx_left_landmark_1_device,ty_left_landmark_1_device,tz_left_landmark_1_device,tx_left_landmark_2_device,ty_left_landmark_2_device,tz_left_landmark_2_device,tx_left_landmark_3_device,ty_left_landmark_3_device,tz_left_landmark_3_device,tx_left_landmark_4_device,ty_left_landmark_4_device,tz_left_landmark_4_device,tx_left_landmark_5_device,ty_left_landmark_5_device,tz_left_landmark_5_device,tx_left_landmark_6_device,ty_left_landmark_6_device,tz_left_landmark_6_device,tx_left_landmark_7_device,ty_left_landmark_7_device,tz_left_landmark_7_device,tx_left_landmark_8_device,ty_left_landmark_8_device,tz_left_landmark_8_device,tx_left_landmark_9_device,ty_left_landmark_9_device,tz_left_landmark_9_device,tx_left_landmark_10_device,ty_left_landmark_10_device,tz_left_landmark_10_device,tx_left_landmark_11_device,ty_left_landmark_11_device,tz_left_landmark_11_device,tx_left_landmark_12_device,ty_left_landmark_12_device,tz_left_landmark_12_device,tx_left_landmark_13_device,ty_left_landmark_13_device,tz_left_landmark_13_device,tx_left_landmark_14_device,ty_left_landmark_14_device,tz_left_landmark_14_device,tx_left_landmark_15_device,ty_left_landmark_15_device,tz_left_landmark_15_device,tx_left_landmark_16_device,ty_left_landmark_16_device,tz_left_landmark_16_device,tx_left_landmark_17_device,ty_left_landmark_17_device,tz_left_landmark_17_device,tx_left_landmark_18_device,ty_left_landmark_18_device,tz_left_landmark_18_device,tx_left_landmark_19_device,ty_left_landmark_19_device,tz_left_landmark_19_device,tx_left_landmark_20_device,ty_left_landmark_20_device,tz_left_landmark_20_device,right_tracking_confidence,tx_right_landmark_0_device,ty_right_landmark_0_device,tz_right_landmark_0_device,tx_right_landmark_1_device,ty_right_landmark_1_device,tz_right_landmark_1_device,tx_right_landmark_2_device,ty_right_landmark_2_device,tz_right_landmark_2_device,tx_right_landmark_3_device,ty_right_landmark_3_device,tz_right_landmark_3_device,tx_right_landmark_4_device,ty_right_landmark_4_device,tz_right_landmark_4_device,tx_right_landmark_5_device,ty_right_landmark_5_device,tz_right_landmark_5_device,tx_right_landmark_6_device,ty_right_landmark_6_device,tz_right_landmark_6_device,tx_right_landmark_7_device,ty_right_landmark_7_device,tz_right_landmark_7_device,tx_right_landmark_8_device,ty_right_landmark_8_device,tz_right_landmark_8_device,tx_right_landmark_9_device,ty_right_landmark_9_device,tz_right_landmark_9_device,tx_right_landmark_10_device,ty_right_landmark_10_device,tz_right_landmark_10_device,tx_right_landmark_11_device,ty_right_landmark_11_device,tz_right_landmark_11_device,tx_right_landmark_12_device,ty_right_landmark_12_device,tz_right_landmark_12_device,tx_right_landmark_13_device,ty_right_landmark_13_device,tz_right_landmark_13_device,tx_right_landmark_14_device,ty_right_landmark_14_device,tz_right_landmark_14_device,tx_right_landmark_15_device,ty_right_landmark_15_device,tz_right_landmark_15_device,tx_right_landmark_16_device,ty_right_landmark_16_device,tz_right_landmark_16_device,tx_right_landmark_17_device,ty_right_landmark_17_device,tz_right_landmark_17_device,tx_right_landmark_18_device,ty_right_landmark_18_device,tz_right_landmark_18_device,tx_right_landmark_19_device,ty_right_landmark_19_device,tz_right_landmark_19_device,tx_right_landmark_20_device,ty_right_landmark_20_device,tz_right_landmark_20_device
1764608843,0.999566,0.075339,-0.258332,0.267921,0.0688893,-0.306262,0.317134,0.0768569,-0.320117,0.335059,0.0963598,-0.322721,0.334023,0.128589,-0.318518,0.324603,0.1953,-0.197063,0.250855,0.118564,-0.223654,0.24967,0.0940004,-0.243584,0.26156,0.114112,-0.242906,0.284475,0.0930454,-0.269766,0.301004,0.0798118,-0.288698,0.308563,0.131222,-0.253005,0.294697,0.106308,-0.283219,0.312279,0.0904437,-0.303235,0.322609,0.149657,-0.262583,0.293727,0.127079,-0.288413,0.312268,0.111436,-0.306863,0.323268,0.169036,-0.270744,0.287804,0.152824,-0.289357,0.306093,0.141885,-0.304275,0.314479,0.136343,-0.253361,0.27237,0.999765,0.128371,-0.228417,0.21379,0.0928881,-0.306154,0.252738,0.136006,-0.259719,0.263934,0.166664,-0.24688,0.250538,0.17275,-0.261747,0.257791,0.227049,-0.291955,0.139413,0.165426,-0.251593,0.175274,0.142433,-0.238208,0.196109,0.140028,-0.295814,0.186699,0.115283,-0.30936,0.212049,0.102397,-0.308856,0.232649,0.153255,-0.310184,0.19755,0.132699,-0.302762,0.234497,0.132745,-0.281325,0.251802,0.171204,-0.314381,0.207182,0.158787,-0.295245,0.238811,0.161485,-0.270608,0.248395,0.191567,-0.31426,0.215093,0.179423,-0.298691,0.238628,0.176767,-0.281548,0.249194,0.165162,-0.290817,0.19597
1764808806,0.999547,0.076422,-0.261612,0.266232,0.0693332,-0.309118,0.315165,0.0774599,-0.323267,0.332991,0.0969029,-0.325697,0.332151,0.129165,-0.321399,0.32286,0.196003,-0.199227,0.250408,0.119492,-0.226504,0.248451,0.095048,-0.246728,0.260089,0.114727,-0.245549,0.283148,0.0935677,-0.272549,0.299328,0.0802982,-0.291524,0.306712,0.131797,-0.25567,0.293414,0.106894,-0.286129,0.310583,0.0910497,-0.306263,0.320711,0.150267,-0.265185,0.292503,0.12764,-0.291207,0.310712,0.111988,-0.309755,0.321535,0.169711,-0.273247,0.286655,0.15342,-0.292049,0.304676,0.142474,-0.307056,0.312895,0.137071,-0.255851,0.271122,0.999739,0.130095,-0.228122,0.213664,0.0919553,-0.305146,0.249058,0.134515,-0.260713,0.261197,0.166102,-0.247851,0.247869,0.17233,-0.261796,0.25434,0.227878,-0.291781,0.138425,0.166682,-0.251264,0.174678,0.143978,-0.237824,0.195794,0.13971,-0.295657,0.183533,0.114467,-0.308992,0.208503,0.101464,-0.3082,0.22902,0.152533,-0.310363,0.194421,0.131308,-0.303259,0.231051,0.13123,-0.282107,0.248701,0.170202,-0.314923,0.204396,0.157399,-0.296001,0.235999,0.160395,-0.271458,0.245735,0.190369,-0.315158,0.212793,0.17811,-0.299331,0.236095,0.175773,-0.281959,0.246356,0.164666,-0.291097,0.193475
1765008777,0.999572,0.0803551,-0.259999,0.270965,0.0747071,-0.307343,0.32046,0.0831155,-0.321448,0.337797,0.102761,-0.323523,0.337309,0.134679,-0.319327,0.326952,0.199502,-0.197604,0.251955,0.123082,-0.225158,0.251878,0.0988725,-0.24522,0.264263,0.119105,-0.243902,0.28683,0.0984192,-0.270833,0.303721,0.0854046,-0.289791,0.311587,0.136421,-0.253816,0.296884,0.111981,-0.284262,0.31473,0.0964188,-0.304421,0.325237,0.154917,-0.263256,0.295729,0.132838,-0.289146,0.31478,0.117525,-0.307639,0.326166,0.174283,-0.271297,0.289602,0.158477,-0.289971,0.308182,0.147759,-0.30497,0.316709,0.141267,-0.254238,0.274498,0.999742,0.143598,-0.22858,0.223018,0.10019,-0.3006,0.250387,0.140469,-0.260037,0.263612,0.172889,-0.246058,0.250165,0.180805,-0.258669,0.253906,0.234533,-0.288896,0.138418,0.17595,-0.248808,0.179032,0.155476,-0.236723,0.203047,0.146664,-0.292537,0.184126,0.121574,-0.305633,0.209375,0.109062,-0.304302,0.230167,0.159441,-0.307471,0.194755,0.138206,-0.301249,0.231539,0.137704,-0.280838,0.250036,0.177143,-0.31229,0.204549,0.164549,-0.293819,0.236501,0.167383,-0.269608,0.247082,0.197367,-0.312787,0.212794,0.185584,-0.296516,0.236035,0.183694,-0.279012,0.246165,0.171727,-0.288281,0.193951
1765208745,0.999431,0.0968868,-0.263164,0.272634,0.093953,-0.310868,0.321484,0.103331,-0.324555,0.338842,0.123016,-0.325671,0.338171,0.154711,-0.319887,0.327737,0.212858,-0.195757,0.251289,0.137701,-0.226554,0.252689,0.114597,-0.247594,0.265552,0.135153,-0.24541,0.28762,0.115866,-0.273348,0.30453,0.103771,-0.292865,0.312499,0.153062,-0.254627,0.297293,0.130216,-0.28616,0.315362,0.115691,-0.30696,0.326103,0.171903,-0.263294,0.295737,0.151252,-0.290081,0.315146,0.13692,-0.309181,0.326805,0.191456,-0.270516,0.289197,0.176819,-0.289749,0.30816,0.166928,-0.305105,0.317044,0.157476,-0.254786,0.274817,0.999686,0.16725,-0.220084,0.220906,0.124883,-0.291568,0.250489,0.163792,-0.253312,0.262567,0.195229,-0.239092,0.249121,0.205269,-0.250369,0.25017,0.254834,-0.28171,0.133767,0.197843,-0.24125,0.176094,0.178387,-0.228692,0.200705,0.168483,-0.285303,0.182286,0.144358,-0.297873,0.208714,0.132789,-0.295911,0.229998,0.18164,-0.300128,0.192599,0.161437,-0.294163,0.230002,0.161113,-0.273927,0.248694,0.199662,-0.304828,0.201854,0.187774,-0.286687,0.234262,0.19031,-0.262671,0.245351,0.220141,-0.30521,0.209452,0.209261,-0.288565,0.232867,0.207793,-0.270879,0.242746,0.193832,-0.280898,0.19128
1765408717,0.999328,0.128344,-0.261793,0.28046,0.129974,-0.30854,0.329749,0.140254,-0.320894,0.347228,0.160291,-0.321191,0.34598,0.190576,-0.314463,0.333197,0.239886,-0.190201,0.251071,0.166329,-0.224072,0.257256,0.144886,-0.245658,0.27196,0.166294,-0.241964,0.292644,0.149216,-0.27039,0.311051,0.13847,-0.290286,0.319958,0.185043,-0.25016,0.301618,0.164395,-0.282094,0.321533,0.151264,-0.303157,0.333487,0.204134,-0.258085,0.299319,0.185699,-0.285155,0.320486,0.172846,-0.30448,0.333429,0.223622,-0.264678,0.29197,0.21065,-0.283944,0.312077,0.201754,-0.299458,0.321707,0.188327,-0.25076,0.278955,0.999729,0.189096,-0.224754,0.224454,0.150946,-0.301259,0.252427,0.178871,-0.273591,0.27178,0.216891,-0.245255,0.250834,0.229449,-0.253973,0.248684,0.272322,-0.278187,0.128284,0.216834,-0.242576,0.176421,0.198995,-0.232073,0.203132,0.18973,-0.288537,0.182087,0.168198,-0.303823,0.209313,0.157821,-0.303941,0.231289,0.204321,-0.302997,0.190878,0.184989,-0.303633,0.2292,0.180977,-0.288852,0.2521,0.223147,-0.307042,0.198735,0.21197,-0.292105,0.23298,0.213391,-0.268839,0.24574,0.24408,-0.306575,0.204968,0.234146,-0.291263,0.229679,0.232473,-0.27406,0.240348,0.215312,-0.28298,0.189749
1765608680,0.99958,0.150681,-0.246249,0.276508,0.155001,-0.29273,0.326498,0.165757,-0.304681,0.343711,0.185429,-0.30528,0.341115,0.214494,-0.2986,0.326851,0.261435,-0.176374,0.240573,0.188147,-0.209747,0.250672,0.167162,-0.230691,0.266889,0.189461,-0.227072,0.286102,0.173289,-0.255108,0.305873,0.163,-0.274754,0.315815,0.208539,-0.235168,0.294452,0.18875,-0.266621,0.315942,0.176148,-0.287336,0.32902,0.227495,-0.243206,0.291522,0.209863,-0.269826,0.313908,0.197514,-0.288834,0.327777,0.246645,-0.250009,0.283504,0.23411,-0.268786,0.304338,0.225408,-0.283979,0.314633,0.21088,-0.236208,0.271685,0.999733,0.206993,-0.218784,0.22845,0.16914,-0.296725,0.254686,0.195628,-0.271928,0.275145,0.233592,-0.241588,0.255188,0.24679,-0.249822,0.252034,0.288612,-0.270079,0.129716,0.234002,-0.235784,0.179697,0.216623,-0.225795,0.206902,0.206757,-0.282045,0.184306,0.185657,-0.298356,0.211273,0.175589,-0.299116,0.23338,0.221508,-0.296661,0.192551,0.202393,-0.29931,0.230896,0.198082,-0.285939,0.254594,0.240447,-0.300828,0.200065,0.229358,-0.287545,0.235012,0.23045,-0.264946,0.248948,0.261457,-0.300438,0.206038,0.251674,-0.286251,0.23147,0.249941,-0.269515,0.242847,0.232404,-0.27656,0.191812
1765808649,0.999687,0.160308,-0.242647,0.267368,0.164906,-0.290468,0.316672,0.175307,-0.302791,0.333305,0.194771,-0.302803,0.331259,0.223895,-0.295354,0.317719,0.27106,-0.171449,0.234172,0.197975,-0.205616,0.24259,0.176764,-0.226801,0.258186,0.198967,-0.223806,0.277586,0.18293,-0.252343,0.296742,0.172795,-0.272228,0.306361,0.218,-0.231792,0.286143,0.198247,-0.263983,0.306547,0.185708,-0.285076,0.319069,0.237108,-0.239538,0.283421,0.219294,-0.266759,0.304923,0.206906,-0.286074,0.318325,0.256483,-0.245962,0.275637,0.24372,-0.265083,0.296014,0.234943,-0.280475,0.305943,0.220756,-0.232419,0.263406,0.999766,0.221783,-0.22424,0.232409,0.186787,-0.302638,0.257893,0.21236,-0.280381,0.277878,0.248474,-0.249025,0.258761,0.262622,-0.255868,0.253388,0.29976,-0.271177,0.128623,0.246967,-0.239417,0.182087,0.230668,-0.23056,0.210333,0.220479,-0.286214,0.186172,0.200926,-0.303571,0.213647,0.19205,-0.30479,0.236239,0.235793,-0.300825,0.19333,0.218163,-0.305529,0.232186,0.214415,-0.293331,0.256602,0.255096,-0.304898,0.199913,0.244925,-0.293772,0.235878,0.245834,-0.272027,0.251125,0.276331,-0.304334,0.205015,0.267298,-0.291478,0.231413,0.265716,-0.275218,0.243483,0.246327,-0.280517,0.192788
1766008624,0.999748,0.154995,-0.243391,0.264951,0.159168,-0.292627,0.313621,0.168819,-0.305363,0.329874,0.187998,-0.305052,0.328553,0.217425,-0.297286,0.316089,0.267137,-0.172693,0.235193,0.193751,-0.206628,0.241494,0.171933,-0.227726,0.256354,0.193845,-0.225353,0.276164,0.177501,-0.254167,0.294633,0.167222,-0.274201,0.303778,0.212641,-0.233541,0.285047,0.192407,-0.266049,0.304452,0.179564,-0.287378,0.316246,0.231777,-0.241328,0.28266,0.213317,-0.268767,0.303325,0.200515,-0.288213,0.316135,0.251303,-0.247724,0.275239,0.237941,-0.266956,0.295122,0.228828,-0.282385,0.304683,0.215923,-0.233847,0.26237,0.999789,0.219928,-0.227049,0.234933,0.183989,-0.303642,0.257607,0.209331,-0.283011,0.27775,0.244787,-0.253667,0.261611,0.259155,-0.260717,0.255885,0.297595,-0.271443,0.129764,0.245149,-0.240717,0.18419,0.228876,-0.232729,0.21271,0.217678,-0.286899,0.186314,0.197744,-0.30464,0.213265,0.188974,-0.305888,0.235897,0.232696,-0.301982,0.193113,0.214652,-0.307525,0.231667,0.211086,-0.295737,0.256311,0.251882,-0.306584,0.19969,0.241398,-0.296954,0.235995,0.242199,-0.27612,0.25247,0.273087,-0.306538,0.204941,0.263875,-0.294991,0.231877,0.262262,-0.27944,0.244843,0.243577,-0.28185,0.193263
1766208583,0.999791,0.15434,-0.242645,0.266808,0.160377,-0.291825,0.315972,0.170255,-0.304815,0.331235,0.189336,-0.304202,0.329712,0.218573,-0.296302,0.316692,0.265423,-0.171581,0.234199,0.192547,-0.206121,0.242107,0.171067,-0.227059,0.25767,0.193363,-0.224773,0.276641,0.177798,-0.253456,0.295967,0.167978,-0.273462,0.305663,0.212382,-0.232676,0.285305,0.192908,-0.265307,0.305273,0.180541,-0.286757,0.317352,0.23157,-0.240259,0.282692,0.213788,-0.267783,0.303833,0.201434,-0.287307,0.316961,0.251058,-0.246485,0.27503,0.238303,-0.265793,0.295234,0.229576,-0.281296,0.305035,0.215326,-0.23312,0.262581,0.999802,0.220811,-0.226783,0.234746,0.185546,-0.301949,0.257535,0.21059,-0.281954,0.276914,0.244614,-0.254491,0.262346,0.259793,-0.260447,0.255113,0.29752,-0.270929,0.128743,0.245631,-0.240368,0.183778,0.229612,-0.232458,0.212463,0.217948,-0.286446,0.185762,0.198294,-0.30412,0.212961,0.189972,-0.30487,0.235783,0.233004,-0.30154,0.192449,0.215188,-0.307099,0.231107,0.211958,-0.295049,0.25567,0.252229,-0.306155,0.198902,0.24181,-0.297014,0.235352,0.242363,-0.276634,0.252395,0.273466,-0.306119,0.204024,0.264374,-0.294699,0.231054,0.262824,-0.27918,0.244067,0.243891,-0.281411,0.192553
1766408583,0.999802,0.150615,-0.24074,0.267796,0.156604,-0.289532,0.318041,0.166273,-0.302606,0.333143,0.185227,-0.302247,0.331399,0.214479,-0.294781,0.318183,0.262572,-0.171249,0.234659,0.18939,-0.205048,0.24277,0.167604,-0.225521,0.258525,0.18995,-0.223459,0.277363,0.174237,-0.251715,0.297192,0.164301,-0.271448,0.307318,0.20888,-0.231471,0.28612,0.189176,-0.263687,0.306531,0.176657,-0.284869,0.318923,0.228003,-0.239249,0.2836,0.209987,-0.266361,0.305073,0.197458,-0.28563,0.31841,0.247446,-0.24571,0.27602,0.234506,-0.264682,0.296426,0.225625,-0.280005,0.306369,0.211851,-0.232124,0.263402,0.999806,0.217323,-0.226464,0.235316,0.182069,-0.30118,0.257701,0.207131,-0.280464,0.277043,0.24099,-0.253329,0.262657,0.2561,-0.259514,0.255813,0.295003,-0.270521,0.129949,0.242641,-0.240033,0.184582,0.226375,-0.232184,0.213144,0.214955,-0.286032,0.186298,0.195077,-0.30383,0.213253,0.186578,-0.304438,0.236014,0.229999,-0.301041,0.1932,0.21184,-0.306435,0.231722,0.208515,-0.294001,0.25608,0.249178,-0.305557,0.199855,0.238418,-0.296152,0.236138,0.238811,-0.275601,0.25298,0.270366,-0.305423,0.205174,0.26098,-0.293945,0.23208,0.259266,-0.278347,0.244976,0.240815,-0.280874,0.193309
1766608514,0.999803,0.146658,-0.241046,0.266804,0.152079,-0.289254,0.318191,0.161432,-0.302466,0.333139,0.180347,-0.302234,0.331499,0.209657,-0.29495,0.318484,0.259429,-0.172168,0.234907,0.186013,-0.205696,0.242203,0.16388,-0.225976,0.257723,0.186041,-0.223846,0.276943,0.170046,-0.251802,0.296971,0.15994,-0.271351,0.307284,0.204825,-0.231924,0.285949,0.184768,-0.263891,0.306409,0.172027,-0.284913,0.318847,0.223935,-0.239811,0.283681,0.205552,-0.266688,0.305138,0.192785,-0.285796,0.31848,0.243432,-0.2464,0.276353,0.230126,-0.26515,0.296727,0.221028,-0.280341,0.306676,0.208052,-0.232685,0.263267,0.999792,0.212165,-0.228235,0.235588,0.175984,-0.302784,0.256242,0.200711,-0.282295,0.276246,0.23447,-0.255339,0.26319,0.249988,-0.261136,0.256129,0.291007,-0.271088,0.130624,0.238021,-0.241141,0.18495,0.221471,-0.233691,0.213456,0.210116,-0.286974,0.185647,0.189757,-0.305098,0.21202,0.180843,-0.305932,0.234615,0.225058,-0.302022,0.192684,0.20621,-0.307888,0.230803,0.202447,-0.295684,0.255214,0.244135,-0.306575,0.199601,0.232676,-0.297652,0.235792,0.232619,-0.27742,0.25302,0.26524,-0.30647,0.205244,0.255353,-0.295278,0.23209,0.253374,-0.279845,0.245146,0.235862,-0.28185,0.193099
1766808482,0.999791,0.142527,-0.240733,0.266713,0.147686,-0.288837,0.319309,0.156847,-0.302186,0.334182,0.175787,-0.30213,0.332622,0.205282,-0.295046,0.319878,0.256479,-0.173002,0.236099,0.182738,-0.205993,0.242636,0.160117,-0.225949,0.257869,0.182377,-0.224155,0.27752,0.166051,-0.251784,0.297733,0.155742,-0.271133,0.308223,0.201021,-0.232291,0.286764,0.180609,-0.264007,0.307261,0.16765,-0.284841,0.319791,0.220115,-0.24028,0.284736,0.201397,-0.266923,0.306195,0.188419,-0.28586,0.319579,0.239658,-0.246993,0.277648,0.226066,-0.265539,0.298021,0.216814,-0.2806,0.308028,0.204487,-0.233166,0.26412,0.999799,0.20832,-0.228781,0.236774,0.171503,-0.302474,0.2568,0.196061,-0.281901,0.27684,0.230117,-0.254791,0.26355,0.245415,-0.260829,0.256833,0.287117,-0.271484,0.131798,0.234098,-0.241438,0.186035,0.217583,-0.234113,0.214594,0.205883,-0.287013,0.186418,0.185362,-0.305174,0.212639,0.176379,-0.305851,0.235212,0.220758,-0.302061,0.193598,0.201665,-0.307832,0.23161,0.197818,-0.295486,0.255936,0.239787,-0.306621,0.200642,0.228162,-0.297438,0.236715,0.228146,-0.277011,0.253712,0.260859,-0.306532,0.206405,0.2508,-0.295197,0.233128,0.248788,-0.27966,0.246054,0.231593,-0.281903,0.194003
1767008450,0.999799,0.138918,-0.240968,0.266768,0.143702,-0.288276,0.320922,0.152577,-0.301805,0.335558,0.171588,-0.301944,0.334113,0.201217,-0.295182,0.321489,0.253783,-0.174246,0.236948,0.179766,-0.206779,0.242974,0.156761,-0.226412,0.258051,0.178982,-0.22459,0.278103,0.162394,-0.251763,0.298718,0.151915,-0.270848,0.309517,0.197489,-0.23278,0.28757,0.176745,-0.264116,0.308317,0.163573,-0.28472,0.321003,0.216546,-0.24091,0.28577,0.19754,-0.267219,0.307387,0.184374,-0.285927,0.320907,0.236105,-0.247807,0.278904,0.222277,-0.26606,0.299382,0.212884,-0.280952,0.30951,0.201139,-0.233862,0.264963,0.999796,0.205245,-0.228938,0.236397,0.168706,-0.302016,0.256566,0.192823,-0.281833,0.276447,0.226604,-0.255397,0.26376,0.242062,-0.261366,0.256924,0.284456,-0.272006,0.13185,0.231286,-0.241741,0.185827,0.214639,-0.234349,0.214291,0.202931,-0.287183,0.186133,0.182366,-0.30524,0.212392,0.173448,-0.305693,0.234996,0.21772,-0.302276,0.193394,0.198448,-0.307949,0.23133,0.194569,-0.295523,0.25561,0.236702,-0.306896,0.200526,0.224872,-0.297831,0.236562,0.224729,-0.277528,0.253706,0.257749,-0.306875,0.206381,0.247546,-0.295626,0.233085,0.245477,-0.280147,0.246072,0.228626,-0.282155,0.193819
1767208417,0.999811,0.136715,-0.241793,0.266156,0.14155,-0.289293,0.320629,0.150372,-0.303125,0.33491,0.169343,-0.303249,0.33347,0.198924,-0.296394,0.320909,0.251763,-0.175043,0.237164,0.17775,-0.207617,0.24267,0.154639,-0.227257,0.257573,0.176798,-0.225734,0.277588,0.160219,-0.252876,0.298252,0.14975,-0.271925,0.309123,0.195262,-0.233953,0.287114,0.174531,-0.265347,0.307789,0.161367,-0.286001,0.320402,0.214341,-0.242047,0.285377,0.195303,-0.268453,0.306847,0.182129,-0.287208,0.320294,0.233949,-0.248875,0.278584,0.220033,-0.267215,0.298923,0.210616,-0.282136,0.308985,0.199034,-0.23491,0.26452,0.999803,0.204086,-0.229126,0.236539,0.167297,-0.301806,0.25631,0.191389,-0.281934,0.276152,0.225119,-0.255748,0.263624,0.240427,-0.261968,0.256938,0.282785,-0.271941,0.131541,0.229884,-0.241706,0.185791,0.213358,-0.234407,0.21435,0.201253,-0.286985,0.185852,0.180697,-0.305104,0.212074,0.17188,-0.305553,0.234718,0.21598,-0.302179,0.193027,0.196744,-0.307975,0.230963,0.192991,-0.295603,0.25529,0.234949,-0.30692,0.200116,0.223179,-0.29803,0.236215,0.223131,-0.277827,0.253476,0.256003,-0.307023,0.205945,0.245832,-0.295995,0.232753,0.243794,-0.280651,0.245905,0.226979,-0.282109,0.19353
1767408389,0.999823,0.13647,-0.24253,0.26691,0.142284,-0.29035,0.321639,0.151216,-0.304458,0.335422,0.170046,-0.304415,0.333853,0.199428,-0.297264,0.321203,0.25122,-0.175542,0.237372,0.177397,-0.208389,0.24319,0.154375,-0.228029,0.258231,0.176708,-0.226793,0.277928,0.160496,-0.25396,0.298847,0.150258,-0.273013,0.30993,0.195253,-0.234909,0.287384,0.174904,-0.26647,0.308181,0.161984,-0.287243,0.320851,0.214379,-0.242874,0.285574,0.195625,-0.269435,0.307103,0.182648,-0.288291,0.320601,0.234011,-0.249563,0.27871,0.220265,-0.267991,0.299087,0.210977,-0.282958,0.3092,0.198957,-0.235806,0.264774,0.999811,0.20432,-0.229078,0.237051,0.16777,-0.301155,0.257109,0.192047,-0.281524,0.27653,0.225474,-0.256,0.263947,0.240507,-0.262597,0.257434,0.281997,-0.27207,0.13135,0.229685,-0.24169,0.186093,0.213403,-0.234361,0.214784,0.20083,-0.286815,0.186287,0.18047,-0.304857,0.212715,0.171967,-0.30514,0.235481,0.215533,-0.302106,0.193303,0.196628,-0.307828,0.231416,0.193253,-0.295352,0.255746,0.234533,-0.306967,0.200225,0.223087,-0.2982,0.236458,0.223279,-0.278053,0.253784,0.255633,-0.307198,0.205882,0.245679,-0.29638,0.232857,0.243766,-0.281164,0.246174,0.226644,-0.282098,0.19376
1767608356,0.999815,0.136672,-0.242344,0.266768,0.143,-0.290133,0.322299,0.151916,-0.304492,0.335696,0.170565,-0.304405,0.333976,0.199976,-0.296986,0.321601,0.251492,-0.175127,0.23783,0.177744,-0.208192,0.243318,0.154646,-0.227856,0.25821,0.177048,-0.226742,0.278047,0.160996,-0.253865,0.299145,0.150868,-0.272871,0.310409,0.195593,-0.234785,0.287568,0.175403,-0.266438,0.30838,0.162589,-0.287267,0.321067,0.21476,-0.242665,0.285826,0.196063,-0.269312,0.307298,0.183129,-0.288231,0.320749,0.234448,-0.249261,0.279032,0.220718,-0.267711,0.2994,0.211476,-0.282683,0.309547,0.199381,-0.235651,0.264969,0.999811,0.204344,-0.229255,0.236944,0.167327,-0.30116,0.25628,0.191332,-0.282257,0.275942,0.22457,-0.256962,0.264092,0.23978,-0.263472,0.257411,0.281816,-0.271836,0.130968,0.229607,-0.241601,0.185872,0.21338,-0.234406,0.214628,0.20048,-0.2866,0.185647,0.180006,-0.304788,0.211886,0.171484,-0.305142,0.234644,0.215112,-0.301985,0.192606,0.196049,-0.308102,0.230579,0.192595,-0.295878,0.255025,0.234079,-0.306955,0.19954,0.222441,-0.298665,0.235823,0.222489,-0.278822,0.253499,0.255166,-0.307296,0.20524,0.245086,-0.296851,0.232314,0.243101,-0.281852,0.245865,0.226292,-0.282015,0.193212
1767808324,0.999801,0.134934,-0.241573,0.265819,0.141105,-0.289767,0.322086,0.149805,-0.304505,0.33506,0.168512,-0.304554,0.333467,0.19827,-0.297152,0.321631,0.25085,-0.175602,0.238086,0.176695,-0.207846,0.242978,0.153192,-0.227287,0.257525,0.17582,-0.226822,0.277714,0.159477,-0.253744,0.298847,0.149154,-0.272617,0.310156,0.194254,-0.235035,0.287303,0.173713,-0.266599,0.307906,0.160677,-0.287348,0.320497,0.213373,-0.243048,0.285633,0.194382,-0.269604,0.30696,0.181251,-0.288453,0.320318,0.233048,-0.249762,0.27892,0.219172,-0.268099,0.29929,0.209839,-0.282978,0.309491,0.198155,-0.235851,0.264721,0.999813,0.204071,-0.230193,0.237406,0.16621,-0.301863,0.255467,0.189457,-0.284477,0.275681,0.222954,-0.258648,0.264556,0.238533,-0.264697,0.257528,0.281351,-0.271823,0.131007,0.229178,-0.241959,0.186122,0.213029,-0.235068,0.214997,0.199735,-0.286802,0.185208,0.179059,-0.305242,0.211111,0.170427,-0.305749,0.233825,0.214295,-0.302282,0.192108,0.194867,-0.309183,0.22976,0.191059,-0.297556,0.254444,0.233218,-0.307359,0.199085,0.221226,-0.299759,0.235404,0.221042,-0.280286,0.253486,0.254278,-0.307803,0.204875,0.243996,-0.29773,0.232014,0.241917,-0.282928,0.245766,0.225519,-0.28234,0.192948
