tracking_timestamp_us,yaw_rads_cpf,pitch_rads_cpf,left_yaw_rads_cpf,right_yaw_rads_cpf,left_pitch_rads_cpf,right_pitch_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf
1130889351,0.0559566282,-0.247608393,-0.00306232087,0.114975296,-0.247203961,-0.247185335,0.0324999988,0,0,-0.0324999988,0,0
1130900462,0.0525414199,-0.250206202,-0.00646429742,0.111546852,-0.249798253,-0.24977909,0.0324999988,0,0,-0.0324999988,0,0
1130911573,0.0518103279,-0.254565179,-0.00875837635,0.112378724,-0.254128009,-0.254108459,0.0324999988,0,0,-0.0324999988,0,0
1130922684,0.0518262014,-0.248076588,-0.00729407975,0.110946193,-0.247670263,-0.24765113,0.0324999988,0,0,-0.0324999988,0,0
1130933795,0.0555390343,-0.250060171,-0.00461238343,0.115690157,-0.249636099,-0.249616876,0.0324999988,0,0,-0.0324999988,0,0
