tracking_timestamp_us,utc_timestamp_ns,session_uid,tx_odometry_device,ty_odometry_device,tz_odometry_device,qx_odometry_device,qy_odometry_device,qz_odometry_device,qw_odometry_device,device_linear_velocity_x_odometry,device_linear_velocity_y_odometry,device_linear_velocity_z_odometry,angular_velocity_x_device,angular_velocity_y_device,angular_velocity_z_device,gravity_x_odometry,gravity_y_odometry,gravity_z_odometry,quality_score
150066477,1686767222866790913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.441830,-0.488351,-0.025848,0.430859,0.576135,-0.423214,0.550743,-0.333626,-0.692494,-0.059614,0.022209,-0.097309,0.015653,0.000000,0.000000,-9.810000,1.0
150067476,1686767222867789913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.442163,-0.489044,-0.025907,0.430850,0.576101,-0.423237,0.550769,-0.333201,-0.693553,-0.058697,0.023491,-0.095580,0.014807,0.000000,0.000000,-9.810000,1.0
150068475,1686767222868788913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.442496,-0.489738,-0.025965,0.430839,0.576066,-0.423261,0.550796,-0.332642,-0.694287,-0.057383,0.022434,-0.100823,0.012067,0.000000,0.000000,-9.810000,1.0
150069520,1686767222869833913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.442844,-0.490464,-0.026024,0.430827,0.576028,-0.423288,0.550824,-0.332351,-0.695710,-0.055860,0.026547,-0.104955,0.012064,0.000000,0.000000,-9.810000,1.0
150070474,1686767222870787913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.443161,-0.491129,-0.026077,0.430817,0.575992,-0.423316,0.550849,-0.332308,-0.697525,-0.054785,0.034568,-0.106916,0.010707,0.000000,0.000000,-9.810000,1.0
150071473,1686767222871786913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.443493,-0.491827,-0.026132,0.430807,0.575953,-0.423347,0.550873,-0.332082,-0.699119,-0.054583,0.040358,-0.105735,0.003116,0.000000,0.000000,-9.810000,1.0
150072473,1686767222872786913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.443825,-0.492527,-0.026186,0.430795,0.575916,-0.423383,0.550894,-0.331613,-0.700166,-0.054490,0.041724,-0.106683,-0.007517,0.000000,0.000000,-9.810000,1.0
150073472,1686767222873785913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.444156,-0.493227,-0.026240,0.430780,0.575880,-0.423420,0.550914,-0.330867,-0.700605,-0.053838,0.038011,-0.109477,-0.014205,0.000000,0.000000,-9.810000,1.0
150074517,1686767222874830913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.444502,-0.493960,-0.026296,0.430763,0.575842,-0.423461,0.550936,-0.330504,-0.701932,-0.052453,0.040814,-0.110022,-0.011783,0.000000,0.000000,-9.810000,1.0
150075470,1686767222875783913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.444817,-0.494630,-0.026345,0.430749,0.575806,-0.423498,0.550955,-0.330398,-0.703565,-0.050869,0.046831,-0.112947,-0.008126,0.000000,0.000000,-9.810000,1.0
150076470,1686767222876783913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.445148,-0.495335,-0.026396,0.430737,0.575767,-0.423540,0.550974,-0.330327,-0.705348,-0.050440,0.053967,-0.110570,-0.011540,0.000000,0.000000,-9.810000,1.0
150077469,1686767222877782913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.445477,-0.496040,-0.026446,0.430724,0.575728,-0.423583,0.550991,-0.330042,-0.706633,-0.050010,0.057259,-0.110498,-0.016842,0.000000,0.000000,-9.810000,1.0
150078468,1686767222878781913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.445807,-0.496747,-0.026496,0.430712,0.575691,-0.423628,0.551006,-0.329449,-0.707347,-0.050138,0.055333,-0.103669,-0.021682,0.000000,0.000000,-9.810000,1.0
150079513,1686767222879826913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.446151,-0.497487,-0.026548,0.430699,0.575653,-0.423673,0.551021,-0.328952,-0.708334,-0.048456,0.055070,-0.105204,-0.015927,0.000000,0.000000,-9.810000,1.0
150080467,1686767222880780913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.446465,-0.498163,-0.026593,0.430688,0.575617,-0.423713,0.551036,-0.328279,-0.708759,-0.047257,0.050985,-0.103974,-0.011485,0.000000,0.000000,-9.810000,1.0
150081466,1686767222881779913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.446793,-0.498872,-0.026640,0.430676,0.575579,-0.423754,0.551053,-0.327821,-0.709713,-0.045642,0.051271,-0.110659,-0.009481,0.000000,0.000000,-9.810000,1.0
150082465,1686767222882778913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.447120,-0.499582,-0.026685,0.430665,0.575540,-0.423795,0.551071,-0.327594,-0.711238,-0.045306,0.056001,-0.107274,-0.011058,0.000000,0.000000,-9.810000,1.0
150083464,1686767222883777913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.447448,-0.500294,-0.026730,0.430654,0.575501,-0.423839,0.551086,-0.327307,-0.712676,-0.045073,0.060171,-0.106259,-0.015425,0.000000,0.000000,-9.810000,1.0
150084509,1686767222884822913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.447790,-0.501040,-0.026778,0.430644,0.575462,-0.423886,0.551100,-0.326930,-0.713987,-0.045256,0.062852,-0.100693,-0.020306,0.000000,0.000000,-9.810000,1.0
150085463,1686767222885776913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.448102,-0.501722,-0.026821,0.430634,0.575427,-0.423930,0.551109,-0.326724,-0.715403,-0.045054,0.067279,-0.100904,-0.025491,0.000000,0.000000,-9.810000,1.0
150086462,1686767222886775913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.448428,-0.502438,-0.026866,0.430625,0.575390,-0.423979,0.551117,-0.326530,-0.716921,-0.045048,0.071888,-0.096821,-0.028870,0.000000,0.000000,-9.810000,1.0
150087461,1686767222887774913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.448755,-0.503156,-0.026910,0.430616,0.575354,-0.424029,0.551123,-0.326264,-0.718277,-0.044397,0.075253,-0.097283,-0.029151,0.000000,0.000000,-9.810000,1.0
150088461,1686767222888774913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.449081,-0.503875,-0.026955,0.430608,0.575319,-0.424079,0.551128,-0.325679,-0.719002,-0.044162,0.073094,-0.092113,-0.028737,0.000000,0.000000,-9.810000,1.0
150089505,1686767222889818913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.449421,-0.504626,-0.027000,0.430600,0.575282,-0.424129,0.551134,-0.325037,-0.719688,-0.043122,0.070149,-0.091158,-0.024186,0.000000,0.000000,-9.810000,1.0
150090459,1686767222890772913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.449731,-0.505314,-0.027041,0.430594,0.575250,-0.424172,0.551139,-0.324540,-0.720535,-0.042756,0.069306,-0.087177,-0.022895,0.000000,0.000000,-9.810000,1.0
150091459,1686767222891772913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.450055,-0.506035,-0.027084,0.430588,0.575216,-0.424217,0.551144,-0.324058,-0.721496,-0.042265,0.069226,-0.086772,-0.023526,0.000000,0.000000,-9.810000,1.0
150092458,1686767222892771913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.450379,-0.506756,-0.027126,0.430582,0.575183,-0.424264,0.551148,-0.323813,-0.722991,-0.042095,0.073596,-0.086775,-0.027663,0.000000,0.000000,-9.810000,1.0
150093457,1686767222893770913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.450702,-0.507480,-0.027168,0.430577,0.575149,-0.424311,0.551151,-0.323607,-0.724528,-0.041590,0.077997,-0.084459,-0.026315,0.000000,0.000000,-9.810000,1.0
150094502,1686767222894815913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.451040,-0.508238,-0.027211,0.430574,0.575113,-0.424362,0.551152,-0.323329,-0.726052,-0.041213,0.081827,-0.081958,-0.026111,0.000000,0.000000,-9.810000,1.0
150095456,1686767222895769913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.451349,-0.508931,-0.027250,0.430573,0.575080,-0.424408,0.551152,-0.323127,-0.727582,-0.040674,0.086305,-0.080035,-0.024120,0.000000,0.000000,-9.810000,1.0
150096455,1686767222896768913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.451671,-0.509659,-0.027291,0.430572,0.575045,-0.424457,0.551151,-0.322604,-0.728525,-0.040713,0.085687,-0.076924,-0.026993,0.000000,0.000000,-9.810000,1.0
150097454,1686767222897767913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.451994,-0.510388,-0.027332,0.430572,0.575012,-0.424505,0.551148,-0.322088,-0.729479,-0.040592,0.085240,-0.074714,-0.029127,0.000000,0.000000,-9.810000,1.0
150098453,1686767222898766913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.452349,-0.511113,-0.027380,0.430513,0.575008,-0.424510,0.551194,-0.321474,-0.730189,-0.040605,0.082631,-0.069969,-0.030295,0.000000,0.000000,-9.810000,1.0
150099498,1686767222899811913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.452685,-0.511877,-0.027422,0.430514,0.574976,-0.424558,0.551190,-0.321073,-0.731455,-0.039671,0.083925,-0.068545,-0.025090,0.000000,0.000000,-9.810000,1.0
150100452,1686767222900765913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.452991,-0.512576,-0.027459,0.430517,0.574945,-0.424601,0.551187,-0.320893,-0.733083,-0.038679,0.088500,-0.064702,-0.016963,0.000000,0.000000,-9.810000,1.0
150101451,1686767222901764913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453312,-0.513309,-0.027497,0.430524,0.574912,-0.424644,0.551183,-0.320390,-0.734160,-0.037897,0.087931,-0.059517,-0.010462,0.000000,0.000000,-9.810000,1.0
150102450,1686767222902763913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453632,-0.514044,-0.027535,0.430534,0.574879,-0.424684,0.551179,-0.319964,-0.735393,-0.036851,0.088970,-0.059430,-0.006057,0.000000,0.000000,-9.810000,1.0
150102610,1686767222902923913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.452419,-0.514039,-0.027991,0.430511,0.574935,-0.425027,0.550874,-0.317860,-0.736101,-0.038344,0.088356,-0.060751,-0.015106,0.000000,0.000000,-9.810000,1.0
150103406,1686767222903719913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.452705,-0.514621,-0.028028,0.430461,0.574936,-0.425015,0.550921,-0.317283,-0.736604,-0.037191,0.084948,-0.058306,-0.006768,0.000000,0.000000,-9.810000,1.0
150104451,1686767222904764913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453037,-0.515392,-0.028067,0.430470,0.574902,-0.425056,0.550918,-0.316756,-0.737789,-0.036532,0.085096,-0.059028,-0.007695,0.000000,0.000000,-9.810000,1.0
150105405,1686767222905718913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453339,-0.516097,-0.028102,0.430479,0.574871,-0.425094,0.550914,-0.316400,-0.739145,-0.036465,0.087331,-0.056611,-0.011368,0.000000,0.000000,-9.810000,1.0
150106404,1686767222906717913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453655,-0.516836,-0.028138,0.430487,0.574840,-0.425134,0.550909,-0.315882,-0.740227,-0.036073,0.086839,-0.054184,-0.012462,0.000000,0.000000,-9.810000,1.0
150107403,1686767222907716913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.453971,-0.517576,-0.028174,0.430496,0.574810,-0.425174,0.550903,-0.315312,-0.741210,-0.035607,0.085665,-0.051141,-0.012628,0.000000,0.000000,-9.810000,1.0
150108403,1686767222908716913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.454286,-0.518318,-0.028209,0.430506,0.574780,-0.425212,0.550897,-0.314730,-0.742210,-0.034574,0.084306,-0.047401,-0.006961,0.000000,0.000000,-9.810000,1.0
150109447,1686767222909760913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.454614,-0.519095,-0.028244,0.430519,0.574749,-0.425250,0.550890,-0.314329,-0.743718,-0.033671,0.086983,-0.047248,-0.006302,0.000000,0.000000,-9.810000,1.0
150110401,1686767222910714913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.454914,-0.519805,-0.028276,0.430531,0.574720,-0.425285,0.550884,-0.313932,-0.744997,-0.032575,0.088496,-0.046774,-0.003060,0.000000,0.000000,-9.810000,1.0
150111420,1686767222911733913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.455234,-0.520565,-0.028309,0.430544,0.574688,-0.425322,0.550878,-0.313370,-0.746063,-0.031857,0.087953,-0.046702,-0.004729,0.000000,0.000000,-9.810000,1.0
150112400,1686767222912713913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.455541,-0.521297,-0.028339,0.430558,0.574657,-0.425358,0.550872,-0.312957,-0.747293,-0.030187,0.089099,-0.049770,0.000335,0.000000,0.000000,-9.810000,1.0
150113399,1686767222913712913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.455853,-0.522044,-0.028369,0.430572,0.574624,-0.425394,0.550868,-0.312534,-0.748510,-0.028870,0.089674,-0.050025,0.003694,0.000000,0.000000,-9.810000,1.0
150114444,1686767222914757913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.456180,-0.522827,-0.028398,0.430589,0.574589,-0.425429,0.550864,-0.311947,-0.749535,-0.027397,0.087982,-0.047303,0.010113,0.000000,0.000000,-9.810000,1.0
150115397,1686767222915710913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.456477,-0.523543,-0.028424,0.430605,0.574556,-0.425460,0.550861,-0.311423,-0.750539,-0.026244,0.087485,-0.047585,0.011795,0.000000,0.000000,-9.810000,1.0
150116397,1686767222916710913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.456788,-0.524294,-0.028449,0.430623,0.574522,-0.425491,0.550859,-0.310813,-0.751454,-0.024789,0.085820,-0.047543,0.016062,0.000000,0.000000,-9.810000,1.0
150117396,1686767222917709913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.457099,-0.525046,-0.028474,0.430641,0.574487,-0.425522,0.550858,-0.310264,-0.752510,-0.023556,0.085348,-0.047939,0.017220,0.000000,0.000000,-9.810000,1.0
150118395,1686767222918708913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.457409,-0.525798,-0.028496,0.430659,0.574452,-0.425551,0.550857,-0.309548,-0.753223,-0.022426,0.081992,-0.047469,0.017499,0.000000,0.000000,-9.810000,1.0
150119440,1686767222919753913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.457732,-0.526587,-0.028519,0.430677,0.574416,-0.425582,0.550857,-0.309056,-0.754483,-0.021252,0.082819,-0.048809,0.015650,0.000000,0.000000,-9.810000,1.0
150120394,1686767222920707913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.458027,-0.527308,-0.028539,0.430694,0.574383,-0.425611,0.550856,-0.308838,-0.756143,-0.019952,0.087268,-0.049354,0.016528,0.000000,0.000000,-9.810000,1.0
150121393,1686767222921706913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.458335,-0.528064,-0.028558,0.430714,0.574347,-0.425641,0.550855,-0.308514,-0.757730,-0.018422,0.090030,-0.044535,0.023260,0.000000,0.000000,-9.810000,1.0
150122392,1686767222922705913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.458644,-0.528822,-0.028576,0.430736,0.574310,-0.425669,0.550853,-0.307852,-0.758624,-0.017028,0.087250,-0.041663,0.026334,0.000000,0.000000,-9.810000,1.0
150123392,1686767222923705913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.458951,-0.529581,-0.028592,0.430759,0.574276,-0.425694,0.550853,-0.306934,-0.758930,-0.015633,0.079595,-0.038868,0.028628,0.000000,0.000000,-9.810000,1.0
150124436,1686767222924749913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.459271,-0.530374,-0.028608,0.430781,0.574241,-0.425718,0.550853,-0.306204,-0.759723,-0.014114,0.075442,-0.037268,0.029719,0.000000,0.000000,-9.810000,1.0
150125390,1686767222925703913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.459563,-0.531100,-0.028620,0.430802,0.574209,-0.425738,0.550855,-0.305818,-0.761031,-0.011873,0.076320,-0.039102,0.035601,0.000000,0.000000,-9.810000,1.0
150126389,1686767222926702913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.459869,-0.531862,-0.028631,0.430826,0.574173,-0.425758,0.550858,-0.305477,-0.762577,-0.009610,0.078588,-0.042284,0.039128,0.000000,0.000000,-9.810000,1.0
150127389,1686767222927702913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.460174,-0.532625,-0.028639,0.430850,0.574135,-0.425779,0.550862,-0.305008,-0.763866,-0.007029,0.078415,-0.046806,0.043902,0.000000,0.000000,-9.810000,1.0
150128388,1686767222928701913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.460479,-0.533389,-0.028646,0.430874,0.574097,-0.425799,0.550868,-0.304389,-0.764899,-0.005681,0.075757,-0.041859,0.043809,0.000000,0.000000,-9.810000,1.0
150129433,1686767222929746913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.460797,-0.534189,-0.028651,0.430899,0.574059,-0.425818,0.550872,-0.303799,-0.766123,-0.004302,0.074110,-0.039068,0.040410,0.000000,0.000000,-9.810000,1.0
150130386,1686767222930699913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.461086,-0.534921,-0.028654,0.430922,0.574026,-0.425836,0.550876,-0.303295,-0.767332,-0.002668,0.072806,-0.037979,0.039018,0.000000,0.000000,-9.810000,1.0
150131386,1686767222931699913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.461389,-0.535689,-0.028655,0.430945,0.573991,-0.425854,0.550880,-0.302878,-0.768856,0.000168,0.073328,-0.043217,0.042339,0.000000,0.000000,-9.810000,1.0
150132376,1686767222932689913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.461689,-0.536451,-0.028654,0.430969,0.573954,-0.425871,0.550887,-0.302316,-0.770114,0.003021,0.071482,-0.042421,0.050247,0.000000,0.000000,-9.810000,1.0
150133384,1686767222933697913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.461994,-0.537229,-0.028650,0.430995,0.573916,-0.425886,0.550895,-0.301693,-0.771341,0.005361,0.069317,-0.039955,0.053440,0.000000,0.000000,-9.810000,1.0
150134429,1686767222934742913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.462309,-0.538036,-0.028643,0.431022,0.573877,-0.425900,0.550903,-0.301151,-0.772807,0.007952,0.068401,-0.038281,0.056855,0.000000,0.000000,-9.810000,1.0
150135383,1686767222935696913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.462596,-0.538774,-0.028634,0.431048,0.573840,-0.425911,0.550912,-0.300687,-0.774180,0.010999,0.067987,-0.041671,0.061921,0.000000,0.000000,-9.810000,1.0
150136382,1686767222936695913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.462897,-0.539549,-0.028621,0.431075,0.573800,-0.425923,0.550925,-0.299988,-0.775196,0.014442,0.064275,-0.050029,0.065164,0.000000,0.000000,-9.810000,1.0
150137381,1686767222937694913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.463196,-0.540324,-0.028605,0.431099,0.573758,-0.425934,0.550940,-0.299265,-0.776192,0.017466,0.060556,-0.058258,0.064018,0.000000,0.000000,-9.810000,1.0
150138380,1686767222938693913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.463495,-0.541101,-0.028586,0.431120,0.573716,-0.425947,0.550958,-0.298505,-0.777091,0.019593,0.056259,-0.060958,0.058386,0.000000,0.000000,-9.810000,1.0
150139432,1686767222939745913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.463809,-0.541920,-0.028565,0.431140,0.573672,-0.425962,0.550977,-0.298043,-0.778653,0.022125,0.057215,-0.062920,0.056118,0.000000,0.000000,-9.810000,1.0
150140379,1686767222940692913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.464091,-0.542658,-0.028543,0.431157,0.573634,-0.425975,0.550993,-0.297385,-0.779559,0.023515,0.054222,-0.058772,0.050178,0.000000,0.000000,-9.810000,1.0
150141378,1686767222941691913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.464388,-0.543438,-0.028518,0.431173,0.573595,-0.425990,0.551009,-0.296880,-0.780862,0.026263,0.053985,-0.062852,0.049394,0.000000,0.000000,-9.810000,1.0
150142377,1686767222942690913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.464685,-0.544220,-0.028490,0.431188,0.573555,-0.426006,0.551027,-0.296315,-0.782007,0.029448,0.052221,-0.067522,0.052478,0.000000,0.000000,-9.810000,1.0
150143377,1686767222943690913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.464981,-0.545002,-0.028459,0.431202,0.573512,-0.426021,0.551049,-0.295817,-0.783231,0.033402,0.051527,-0.080005,0.056748,0.000000,0.000000,-9.810000,1.0
150144422,1686767222944735913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.465290,-0.545822,-0.028422,0.431216,0.573462,-0.426039,0.551076,-0.295317,-0.784539,0.037131,0.051745,-0.091603,0.059241,0.000000,0.000000,-9.810000,1.0
150145375,1686767222945688913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.465571,-0.546570,-0.028385,0.431226,0.573416,-0.426057,0.551103,-0.294655,-0.785381,0.039282,0.049252,-0.095174,0.055524,0.000000,0.000000,-9.810000,1.0
150146375,1686767222946688913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.465866,-0.547356,-0.028345,0.431234,0.573367,-0.426078,0.551131,-0.294151,-0.786662,0.041414,0.050422,-0.100652,0.049666,0.000000,0.000000,-9.810000,1.0
150147374,1686767222947687913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.466159,-0.548143,-0.028303,0.431238,0.573319,-0.426101,0.551160,-0.293319,-0.787224,0.043058,0.046109,-0.103168,0.042352,0.000000,0.000000,-9.810000,1.0
150148373,1686767222948686913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.466452,-0.548931,-0.028259,0.431240,0.573271,-0.426126,0.551189,-0.292718,-0.788209,0.045300,0.045559,-0.108313,0.039598,0.000000,0.000000,-9.810000,1.0
150149418,1686767222949731913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.466758,-0.549755,-0.028210,0.431241,0.573221,-0.426152,0.551220,-0.292113,-0.789241,0.047383,0.044777,-0.107201,0.040403,0.000000,0.000000,-9.810000,1.0
150150372,1686767222950685913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.467036,-0.550509,-0.028164,0.431243,0.573174,-0.426175,0.551249,-0.291636,-0.790317,0.050126,0.045325,-0.110047,0.047028,0.000000,0.000000,-9.810000,1.0
150151371,1686767222951684913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.467328,-0.551299,-0.028112,0.431245,0.573123,-0.426200,0.551282,-0.291119,-0.791448,0.052555,0.045955,-0.115731,0.048287,0.000000,0.000000,-9.810000,1.0
150152370,1686767222952683913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.467618,-0.552091,-0.028059,0.431246,0.573070,-0.426225,0.551316,-0.290395,-0.792157,0.054737,0.043178,-0.120661,0.048657,0.000000,0.000000,-9.810000,1.0
150153370,1686767222953683913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.467908,-0.552884,-0.028003,0.431245,0.573017,-0.426250,0.551353,-0.289627,-0.792759,0.056577,0.040031,-0.126353,0.045904,0.000000,0.000000,-9.810000,1.0
150154414,1686767222954727913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.468211,-0.553712,-0.027943,0.431241,0.572962,-0.426276,0.551393,-0.288706,-0.793071,0.058438,0.033938,-0.125889,0.048760,0.000000,0.000000,-9.810000,1.0
150155368,1686767222955681913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.468486,-0.554469,-0.027886,0.431238,0.572912,-0.426297,0.551431,-0.287897,-0.793418,0.060408,0.028700,-0.127002,0.053641,0.000000,0.000000,-9.810000,1.0
150156367,1686767222956680913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.468773,-0.555263,-0.027825,0.431234,0.572860,-0.426317,0.551473,-0.287063,-0.793883,0.061836,0.023849,-0.124685,0.056181,0.000000,0.000000,-9.810000,1.0
150157366,1686767222957679913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.469060,-0.556057,-0.027762,0.431231,0.572808,-0.426334,0.551517,-0.286527,-0.794982,0.063636,0.024101,-0.126050,0.059758,0.000000,0.000000,-9.810000,1.0
150158365,1686767222958678913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.469346,-0.556852,-0.027698,0.431227,0.572755,-0.426352,0.551561,-0.285931,-0.795976,0.065193,0.023322,-0.127570,0.061139,0.000000,0.000000,-9.810000,1.0
150159411,1686767222959724913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.469645,-0.557685,-0.027629,0.431224,0.572698,-0.426370,0.551608,-0.285244,-0.796874,0.067000,0.021138,-0.130210,0.063774,0.000000,0.000000,-9.810000,1.0
150160364,1686767222960677913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.469916,-0.558446,-0.027564,0.431220,0.572647,-0.426384,0.551653,-0.284511,-0.797449,0.068241,0.016945,-0.128403,0.065905,0.000000,0.000000,-9.810000,1.0
150161364,1686767222961677913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.470201,-0.559244,-0.027496,0.431217,0.572594,-0.426398,0.551700,-0.283953,-0.798435,0.069313,0.015816,-0.125648,0.066899,0.000000,0.000000,-9.810000,1.0
150162363,1686767222962676913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.470484,-0.560042,-0.027426,0.431214,0.572543,-0.426410,0.551746,-0.283312,-0.799270,0.070240,0.013051,-0.120250,0.068877,0.000000,0.000000,-9.810000,1.0
150163362,1686767222963675913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.470767,-0.560841,-0.027355,0.431211,0.572492,-0.426420,0.551793,-0.282672,-0.800104,0.071360,0.010236,-0.119769,0.068640,0.000000,0.000000,-9.810000,1.0
150164407,1686767222964720913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.471062,-0.561678,-0.027280,0.431208,0.572441,-0.426429,0.551842,-0.281870,-0.800636,0.072762,0.004167,-0.116831,0.072610,0.000000,0.000000,-9.810000,1.0
150165361,1686767222965674913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.471331,-0.562443,-0.027210,0.431206,0.572393,-0.426435,0.551888,-0.281619,-0.802093,0.074287,0.006782,-0.116531,0.076496,0.000000,0.000000,-9.810000,1.0
150166360,1686767222966673913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.471612,-0.563245,-0.027135,0.431206,0.572344,-0.426440,0.551936,-0.281140,-0.803087,0.075293,0.005170,-0.111427,0.078600,0.000000,0.000000,-9.810000,1.0
150167359,1686767222967672913,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-0.471893,-0.564048,-0.027059,0.431206,0.572295,-0.426442,0.551984,-0.280607,-0.803844,0.077080,0.002046,-0.112206,0.082972,0.000000,0.000000,-9.810000,1.0
