graph_uid,tracking_timestamp_us,utc_timestamp_ns,tx_world_device,ty_world_device,tz_world_device,qx_world_device,qy_world_device,qz_world_device,qw_world_device,device_linear_velocity_x_device,device_linear_velocity_y_device,device_linear_velocity_z_device,angular_velocity_x_device,angular_velocity_y_device,angular_velocity_z_device,gravity_x_world,gravity_y_world,gravity_z_world,quality_score
ea7288b8-b6a0-012d-8156-257aba6bd796,149221446,1686767222002923694,-0.005640,-0.011217,-0.000477,0.500248275,0.497899624,-0.477146466,0.523620930,0.046151,-0.338452,0.249530,-0.080888,0.077265,-0.076700,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149222445,1686767222002923694,-0.005962,-0.011476,-0.000531,0.500224941,0.497959521,-0.477127102,0.523603908,0.046463,-0.339123,0.249672,-0.084687,0.079886,-0.076365,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149223445,1686767222002923694,-0.006285,-0.011736,-0.000585,0.500201140,0.498020456,-0.477106069,0.523587857,0.046394,-0.339743,0.249744,-0.089060,0.079961,-0.074428,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149224444,1686767222002923694,-0.006608,-0.011996,-0.000639,0.500177281,0.498079339,-0.477084692,0.523574117,0.045055,-0.340999,0.250485,-0.086306,0.071636,-0.067080,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149225489,1686767222002923694,-0.006948,-0.012268,-0.000694,0.500153244,0.498137818,-0.477061978,0.523562141,0.044654,-0.341989,0.250916,-0.086867,0.071578,-0.061642,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149226443,1686767222002923694,-0.007259,-0.012518,-0.000744,0.500132245,0.498189821,-0.477040459,0.523552328,0.044325,-0.343066,0.251502,-0.085436,0.069803,-0.058461,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149227442,1686767222002923694,-0.007585,-0.012779,-0.000797,0.500109380,0.498244822,-0.477018355,0.523541971,0.045206,-0.343735,0.251678,-0.088766,0.070384,-0.065283,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149228441,1686767222002923694,-0.007912,-0.013041,-0.000850,0.500084001,0.498302202,-0.476997346,0.523530743,0.045967,-0.344505,0.251938,-0.091248,0.069451,-0.072304,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149229440,1686767222002923694,-0.008240,-0.013303,-0.000905,0.500057158,0.498361846,-0.476976118,0.523518951,0.046603,-0.345181,0.252047,-0.095414,0.073863,-0.073465,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149230497,1686767222002923694,-0.008588,-0.013580,-0.000963,0.500028300,0.498426757,-0.476951682,0.523506981,0.046675,-0.345883,0.252128,-0.099996,0.074955,-0.071755,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149231439,1686767222002923694,-0.008898,-0.013828,-0.001014,0.500001229,0.498485060,-0.476929393,0.523497632,0.046614,-0.346558,0.252234,-0.103411,0.070510,-0.073711,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149232438,1686767222002923694,-0.009228,-0.014090,-0.001069,0.499970062,0.498547184,-0.476906777,0.523488843,0.046718,-0.347355,0.252440,-0.105838,0.066561,-0.076820,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149233437,1686767222002923694,-0.009559,-0.014354,-0.001124,0.499937987,0.498608967,-0.476885220,0.523480270,0.046787,-0.348617,0.253206,-0.102905,0.065468,-0.076989,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149234436,1686767222002923694,-0.009891,-0.014618,-0.001179,0.499907348,0.498669657,-0.476863650,0.523471371,0.046624,-0.349892,0.254000,-0.100140,0.067704,-0.071875,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149235481,1686767222002923694,-0.010240,-0.014895,-0.001237,0.499876637,0.498733231,-0.476839808,0.523461850,0.047149,-0.350740,0.254308,-0.102423,0.070928,-0.072663,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149236435,1686767222002923694,-0.010558,-0.015147,-0.001290,0.499848234,0.498793075,-0.476816624,0.523453071,0.047686,-0.351264,0.254295,-0.107419,0.074118,-0.073595,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149237434,1686767222002923694,-0.010893,-0.015412,-0.001346,0.499816727,0.498857841,-0.476791790,0.523444060,0.048297,-0.351899,0.254378,-0.111437,0.072682,-0.078943,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149238433,1686767222002923694,-0.011228,-0.015678,-0.001403,0.499784042,0.498923119,-0.476767470,0.523435203,0.048259,-0.353043,0.254987,-0.110144,0.071593,-0.077569,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149239433,1686767222002923694,-0.011564,-0.015944,-0.001459,0.499750657,0.498987936,-0.476743247,0.523427355,0.048140,-0.353770,0.255074,-0.113755,0.068082,-0.077557,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149240478,1686767222002923694,-0.011916,-0.016222,-0.001518,0.499714945,0.499055407,-0.476717245,0.523420808,0.047992,-0.354718,0.255363,-0.115891,0.067783,-0.074339,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149241431,1686767222002923694,-0.012238,-0.016476,-0.001572,0.499681629,0.499116545,-0.476693418,0.523416019,0.047945,-0.355597,0.255676,-0.117143,0.063371,-0.075643,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149242431,1686767222002923694,-0.012577,-0.016744,-0.001629,0.499645824,0.499180047,-0.476669229,0.523411672,0.047996,-0.356715,0.256239,-0.116313,0.061951,-0.075305,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149243430,1686767222002923694,-0.012917,-0.017011,-0.001685,0.499609875,0.499242820,-0.476645557,0.523407674,0.047988,-0.357801,0.256762,-0.115895,0.059922,-0.074856,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149244429,1686767222002923694,-0.013257,-0.017279,-0.001742,0.499573216,0.499307049,-0.476621895,0.523402944,0.049289,-0.358539,0.256975,-0.119097,0.065096,-0.081013,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149245474,1686767222002923694,-0.013614,-0.017560,-0.001803,0.499534151,0.499378115,-0.476596919,0.523395172,0.050913,-0.359573,0.257513,-0.119449,0.072239,-0.088537,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149246427,1686767222002923694,-0.013940,-0.017817,-0.001861,0.499497603,0.499446056,-0.476574057,0.523386044,0.051774,-0.360225,0.257614,-0.123119,0.074390,-0.093002,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149247427,1686767222002923694,-0.014283,-0.018086,-0.001921,0.499457735,0.499517560,-0.476550539,0.523377266,0.051263,-0.361193,0.257983,-0.123852,0.067376,-0.091568,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149248426,1686767222002923694,-0.014627,-0.018356,-0.001980,0.499416673,0.499586558,-0.476527517,0.523371554,0.050268,-0.362057,0.258197,-0.126135,0.059870,-0.085747,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149249427,1686767222002923694,-0.014972,-0.018626,-0.002039,0.499374924,0.499653552,-0.476505074,0.523367870,0.050231,-0.363305,0.258898,-0.123800,0.056419,-0.085978,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149250470,1686767222002923694,-0.015333,-0.018909,-0.002101,0.499331518,0.499722804,-0.476481696,0.523364450,0.050402,-0.364255,0.259211,-0.125795,0.058146,-0.083726,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149251424,1686767222002923694,-0.015664,-0.019168,-0.002157,0.499292310,0.499786249,-0.476459673,0.523361323,0.050723,-0.365400,0.259822,-0.124344,0.058981,-0.083822,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149252423,1686767222002923694,-0.016012,-0.019440,-0.002217,0.499251573,0.499853718,-0.476435389,0.523357857,0.051313,-0.366064,0.259861,-0.129124,0.063720,-0.082892,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149253422,1686767222002923694,-0.016360,-0.019712,-0.002278,0.499210229,0.499923005,-0.476409720,0.523354482,0.051939,-0.366896,0.260086,-0.131917,0.064167,-0.085848,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149254421,1686767222002923694,-0.016709,-0.019984,-0.002339,0.499167649,0.499993627,-0.476383871,0.523351163,0.052378,-0.367756,0.260316,-0.134679,0.064422,-0.087139,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149255466,1686767222002923694,-0.017076,-0.020270,-0.002403,0.499122245,0.500067440,-0.476357792,0.523347680,0.052574,-0.369152,0.261115,-0.131723,0.060662,-0.089461,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149256420,1686767222002923694,-0.017411,-0.020531,-0.002461,0.499080839,0.500133821,-0.476334556,0.523344885,0.052404,-0.370174,0.261541,-0.132207,0.060290,-0.085604,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149257419,1686767222002923694,-0.017763,-0.020805,-0.002523,0.499037852,0.500202526,-0.476309896,0.523342659,0.052468,-0.371307,0.262125,-0.131402,0.058986,-0.084734,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149258419,1686767222002923694,-0.018117,-0.021080,-0.002584,0.498994789,0.500270687,-0.476284855,0.523341358,0.052392,-0.372154,0.262369,-0.133894,0.057860,-0.082447,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149259418,1686767222002923694,-0.018471,-0.021355,-0.002646,0.498951831,0.500338864,-0.476259713,0.523340020,0.052978,-0.373414,0.263095,-0.131535,0.059596,-0.084320,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149260462,1686767222002923694,-0.018842,-0.021644,-0.002711,0.498907511,0.500411429,-0.476232829,0.523337358,0.053792,-0.374355,0.263386,-0.133741,0.065062,-0.085047,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149261416,1686767222002923694,-0.019182,-0.021907,-0.002771,0.498866797,0.500479708,-0.476207417,0.523334001,0.054627,-0.375192,0.263648,-0.135776,0.067137,-0.088855,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149262416,1686767222002923694,-0.019539,-0.022184,-0.002835,0.498822830,0.500552384,-0.476181225,0.523330237,0.054932,-0.376124,0.263956,-0.137420,0.064648,-0.091143,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149263415,1686767222002923694,-0.019897,-0.022461,-0.002899,0.498776840,0.500625827,-0.476156454,0.523326358,0.055679,-0.377058,0.264311,-0.138546,0.062406,-0.097811,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149264414,1686767222002923694,-0.020255,-0.022739,-0.002965,0.498729557,0.500700221,-0.476133684,0.523320965,0.056519,-0.378400,0.265171,-0.134887,0.063202,-0.102703,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149265450,1686767222002923694,-0.020628,-0.023028,-0.003033,0.498679808,0.500777963,-0.476111115,0.523314520,0.056861,-0.379279,0.265432,-0.137299,0.061830,-0.104182,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149266413,1686767222002923694,-0.020976,-0.023296,-0.003096,0.498632433,0.500849886,-0.476090020,0.523310025,0.056475,-0.380081,0.265597,-0.140212,0.057449,-0.101233,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149267412,1686767222002923694,-0.021337,-0.023575,-0.003161,0.498582627,0.500923265,-0.476066909,0.523308269,0.055849,-0.380792,0.265649,-0.144553,0.054612,-0.094867,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149268411,1686767222002923694,-0.021699,-0.023854,-0.003227,0.498533726,0.500996040,-0.476041877,0.523307962,0.056113,-0.381920,0.266258,-0.143832,0.058835,-0.091354,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149269411,1686767222002923694,-0.022062,-0.024135,-0.003292,0.498486241,0.501068756,-0.476015882,0.523307223,0.056371,-0.383116,0.266925,-0.142426,0.059892,-0.090406,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149270455,1686767222002923694,-0.022443,-0.024428,-0.003361,0.498436460,0.501145266,-0.475988080,0.523306665,0.056795,-0.383867,0.267022,-0.146869,0.060437,-0.091293,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149271409,1686767222002923694,-0.022791,-0.024696,-0.003424,0.498389420,0.501216310,-0.475961937,0.523307206,0.057003,-0.384468,0.266985,-0.151921,0.058631,-0.092263,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149272408,1686767222002923694,-0.023156,-0.024976,-0.003490,0.498338942,0.501292328,-0.475933560,0.523308272,0.057780,-0.385230,0.267156,-0.155443,0.062535,-0.093816,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149273407,1686767222002923694,-0.023523,-0.025258,-0.003558,0.498287536,0.501370276,-0.475904756,0.523308743,0.058529,-0.386131,0.267501,-0.157117,0.062872,-0.098330,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149274407,1686767222002923694,-0.023890,-0.025540,-0.003626,0.498235375,0.501449274,-0.475876338,0.523308559,0.059016,-0.387230,0.268046,-0.156758,0.063778,-0.099600,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149275451,1686767222002923694,-0.024275,-0.025835,-0.003697,0.498180665,0.501531236,-0.475847349,0.523308460,0.058884,-0.388477,0.268668,-0.155404,0.059836,-0.098700,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149276405,1686767222002923694,-0.024627,-0.026105,-0.003762,0.498131786,0.501604152,-0.475821532,0.523308578,0.058676,-0.390047,0.269736,-0.149471,0.059861,-0.094044,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149277404,1686767222002923694,-0.024998,-0.026390,-0.003831,0.498082264,0.501679167,-0.475795241,0.523307711,0.059232,-0.391418,0.270621,-0.145821,0.060695,-0.096200,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149278404,1686767222002923694,-0.025370,-0.026675,-0.003900,0.498032137,0.501754803,-0.475770005,0.523305848,0.059858,-0.392270,0.270909,-0.147793,0.059905,-0.100494,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149279403,1686767222002923694,-0.025743,-0.026961,-0.003969,0.497979906,0.501831035,-0.475745756,0.523304502,0.059919,-0.393078,0.271072,-0.150554,0.054950,-0.102866,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149280448,1686767222002923694,-0.026133,-0.027259,-0.004041,0.497923633,0.501910195,-0.475720333,0.523305242,0.059474,-0.393900,0.271170,-0.154273,0.051788,-0.098587,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149281401,1686767222002923694,-0.026490,-0.027532,-0.004107,0.497872584,0.501981886,-0.475696030,0.523307140,0.059697,-0.394980,0.271712,-0.153680,0.054059,-0.096307,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149282401,1686767222002923694,-0.026866,-0.027819,-0.004177,0.497818953,0.502058144,-0.475670703,0.523308028,0.060840,-0.395972,0.272211,-0.153997,0.055806,-0.103219,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149283400,1686767222002923694,-0.027242,-0.028107,-0.004247,0.497764348,0.502135899,-0.475646480,0.523307385,0.061491,-0.397057,0.272813,-0.153533,0.056283,-0.106575,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149284399,1686767222002923694,-0.027619,-0.028395,-0.004318,0.497708556,0.502214039,-0.475622653,0.523307122,0.061459,-0.397786,0.272969,-0.157145,0.052775,-0.106572,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149285444,1686767222002923694,-0.028014,-0.028696,-0.004393,0.497648970,0.502296363,-0.475597043,0.523308053,0.061863,-0.398555,0.273174,-0.160714,0.054251,-0.106525,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149286398,1686767222002923694,-0.028375,-0.028972,-0.004461,0.497594323,0.502372074,-0.475573047,0.523309150,0.062110,-0.399545,0.273676,-0.160720,0.054254,-0.106525,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149287397,1686767222002923694,-0.028754,-0.029261,-0.004533,0.497537269,0.502451161,-0.475548412,0.523309856,0.062444,-0.400829,0.274474,-0.157966,0.054074,-0.107433,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149288396,1686767222002923694,-0.029135,-0.029551,-0.004604,0.497481310,0.502528447,-0.475524053,0.523310980,0.061760,-0.402155,0.275270,-0.155225,0.051138,-0.100686,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149289396,1686767222002923694,-0.029517,-0.029842,-0.004676,0.497425715,0.502603919,-0.475499745,0.523313435,0.061740,-0.403091,0.275680,-0.156232,0.048166,-0.100643,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149290440,1686767222002923694,-0.029917,-0.030147,-0.004751,0.497366249,0.502683619,-0.475475006,0.523315882,0.062655,-0.403981,0.276044,-0.158059,0.049286,-0.106419,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149291394,1686767222002923694,-0.030283,-0.030426,-0.004820,0.497310481,0.502758623,-0.475453455,0.523316410,0.063829,-0.404959,0.276574,-0.157940,0.051538,-0.113975,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149292393,1686767222002923694,-0.030668,-0.030719,-0.004894,0.497251000,0.502839568,-0.475431555,0.523315057,0.064756,-0.405847,0.276974,-0.159659,0.054729,-0.118019,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149293393,1686767222002923694,-0.031053,-0.031012,-0.004968,0.497191111,0.502921310,-0.475408959,0.523313937,0.064516,-0.406705,0.277273,-0.162103,0.053321,-0.114588,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149294392,1686767222002923694,-0.031438,-0.031305,-0.005043,0.497130522,0.503003392,-0.475385209,0.523314184,0.064867,-0.407292,0.277319,-0.167073,0.053753,-0.115474,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149295436,1686767222002923694,-0.031842,-0.031612,-0.005121,0.497066175,0.503090982,-0.475359578,0.523314392,0.065661,-0.408200,0.277745,-0.168750,0.056650,-0.118351,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149296390,1686767222002923694,-0.032212,-0.031893,-0.005193,0.497007149,0.503172025,-0.475335933,0.523314015,0.065938,-0.409173,0.278287,-0.168857,0.057162,-0.118469,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149297390,1686767222002923694,-0.032601,-0.032188,-0.005268,0.496944737,0.503256137,-0.475311499,0.523314597,0.065452,-0.410132,0.278756,-0.169817,0.051266,-0.116730,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149298389,1686767222002923694,-0.032990,-0.032484,-0.005343,0.496881338,0.503337864,-0.475287867,0.523317662,0.064627,-0.411193,0.279325,-0.169919,0.043763,-0.112973,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149299388,1686767222002923694,-0.033369,-0.032804,-0.005408,0.496828217,0.503375784,-0.475299284,0.523321253,0.065143,-0.412455,0.280283,-0.167068,0.045696,-0.114312,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149300433,1686767222002923694,-0.033778,-0.033115,-0.005486,0.496762396,0.503460606,-0.475275570,0.523323679,0.065801,-0.413533,0.280929,-0.167091,0.048523,-0.116545,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149301387,1686767222002923694,-0.034152,-0.033399,-0.005559,0.496701996,0.503539749,-0.475253800,0.523324635,0.066651,-0.414354,0.281342,-0.168810,0.051715,-0.120577,0.000000,0.000000,-9.810000,0.5
ea7288b8-b6a0-012d-8156-257aba6bd796,149302386,1686767222002923694,-0.034545,-0.033697,-0.005635,0.496637917,0.503624332,-0.475229634,0.523326003,0.066669,-0.414819,0.281278,-0.175493,0.052479,-0.118368,0.000000,0.000000,-9.810000,0.5
