tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
152502622,0.0969710648059845,0.024343930184841156,-0.42674484848976135,0.9504319671369565,0.07748048007488251,-0.016875654458999634,-0.46378588676452637,0.11710124462842941,0.0649445652961731,-0.3639805018901825,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152602622,0.11791743338108063,0.043361421674489975,-0.4148368835449219,0.9194030156684975,0.09927278757095337,-0.009212411940097809,-0.45481961965560913,0.13717693090438843,0.09374992549419403,-0.34730714559555054,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152702622,0.13193146884441376,0.05292151868343353,-0.42209479212760925,0.8692762041330606,0.11340765655040741,0.019242383539676666,-0.4564741253852844,0.1508556306362152,0.08563125133514404,-0.3711469769477844,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152802622,0.14332325756549835,0.056792136281728745,-0.4284903407096863,0.7952361335458606,0.1243852972984314,0.015303310006856918,-0.46572697162628174,0.16262736916542053,0.09666977822780609,-0.37260907888412476,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152902622,0.16227902472019196,0.07970327138900757,-0.4538882076740265,0.8410174946485262,0.14192180335521698,0.05610314756631851,-0.48616695404052734,0.18268084526062012,0.10300151258707047,-0.4095054566860199,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153002622,0.16823026537895203,0.09373562037944794,-0.4602237343788147,0.9338112528042914,0.14828500151634216,0.07169892638921738,-0.4913938045501709,0.1884007751941681,0.11523640155792236,-0.42047643661499023,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153102622,0.16940833628177643,0.10692089796066284,-0.46711865067481995,1.115890328692816,0.1504976749420166,0.08498300611972809,-0.4977306127548218,0.18894007802009583,0.12815314531326294,-0.42805254459381104,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153202622,0.163798987865448,0.10598531365394592,-0.4646100699901581,1.2053100437020978,0.14460596442222595,0.08400220423936844,-0.49509406089782715,0.18353840708732605,0.1273406445980072,-0.4263882637023926,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153302622,0.18457232415676117,0.11725309491157532,-0.4954703450202942,1.0485793547781392,0.16413266956806183,0.09487156569957733,-0.5271081328392029,0.20545902848243713,0.1388138085603714,-0.4555079936981201,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153402622,0.22206181287765503,0.11272552609443665,-0.5306488871574402,0.6557266813522997,0.19664061069488525,0.08944030106067657,-0.5654343366622925,0.24526488780975342,0.13538186252117157,-0.4826746881008148,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153502622,0.2263963222503662,0.14210815727710724,-0.5293788313865662,0.8471447118647915,0.1990775167942047,0.1184319257736206,-0.5636138319969177,0.2527594268321991,0.16458755731582642,-0.48489588499069214,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153602622,0.23350650072097778,0.16916526854038239,-0.5136606097221375,1.0958057692880656,0.20641201734542847,0.1454605609178543,-0.5468178391456604,0.2605326771736145,0.19172191619873047,-0.4733935594558716,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153702622,0.22589623928070068,0.1473640501499176,-0.5234308838844299,0.9057478497775452,0.2022714614868164,0.12399174273014069,-0.5561271905899048,0.2494579553604126,0.16970659792423248,-0.48290857672691345,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153802622,0.1961219310760498,0.12831123173236847,-0.5105873942375183,1.0472061542243536,0.1707485318183899,0.10505363345146179,-0.5442390441894531,0.22100287675857544,0.15064513683319092,-0.4658471941947937,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
153902622,0.19673553109169006,0.11782165616750717,-0.5001065731048584,0.8955152814407598,0.1739560216665268,0.09537804871797562,-0.5327067971229553,0.21922877430915833,0.13951866328716278,-0.45618706941604614,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154002622,0.20969772338867188,0.13310618698596954,-0.4989071190357208,0.9194628033469614,0.18284277617931366,0.1103929653763771,-0.5319932699203491,0.23634177446365356,0.15521100163459778,-0.4541342556476593,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154102622,0.25424009561538696,0.17414917051792145,-0.5120459794998169,0.8764368272593595,0.2267867922782898,0.15034037828445435,-0.5457818508148193,0.2815973162651062,0.19661471247673035,-0.4710184633731842,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154202622,0.30438756942749023,0.2237064093351364,-0.5110505819320679,0.8566494683626324,0.2706279754638672,0.19944757223129272,-0.5461892485618591,0.3372590243816376,0.2468636929988861,-0.4682321548461914,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154302622,0.299296110868454,0.21969236433506012,-0.5117699503898621,0.8698913388202412,0.27097925543785095,0.1954452395439148,-0.5454573631286621,0.3273906111717224,0.2427133321762085,-0.47093063592910767,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154402622,0.30539029836654663,0.2159310281276703,-0.5368402004241943,0.7843703410544188,0.275632381439209,0.19049514830112457,-0.5715278387069702,0.33446356654167175,0.24076266586780548,-0.4895617663860321,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154502622,0.304546982049942,0.2121468484401703,-0.5477771759033203,0.7647315397614466,0.27460867166519165,0.18746793270111084,-0.5824124813079834,0.3336440920829773,0.23612266778945923,-0.5006053447723389,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154602622,0.3198857307434082,0.2169576734304428,-0.5477945804595947,0.684050737315905,0.290461003780365,0.19161078333854675,-0.5827906131744385,0.3486972153186798,0.24150189757347107,-0.5025977492332458,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154702622,0.2864573895931244,0.2023552805185318,-0.5179653763771057,0.8300237616303286,0.2608757019042969,0.1772611141204834,-0.551536500453949,0.3115040361881256,0.22595389187335968,-0.47724485397338867,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154802622,0.24814075231552124,0.15782541036605835,-0.49143967032432556,0.7708929761225095,0.22534355521202087,0.13365992903709412,-0.5245065093040466,0.2704964876174927,0.18097802996635437,-0.4491138458251953,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
154902622,0.19493117928504944,0.10924561321735382,-0.47705936431884766,0.8156124910957502,0.17468266189098358,0.08747048676013947,-0.5085611939430237,0.21508890390396118,0.13055291771888733,-0.43614503741264343,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155002622,0.17186720669269562,0.09530990570783615,-0.4504917562007904,0.9039956217643108,0.15255585312843323,0.07299940288066864,-0.48142439126968384,0.19130975008010864,0.11715249717235565,-0.40893635153770447,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155102622,0.16431817412376404,0.07959030568599701,-0.4538682699203491,0.8195079597503178,0.14446546137332916,0.0571432039141655,-0.4856565594673157,0.18420818448066711,0.10162776708602905,-0.40990424156188965,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155202622,0.17082083225250244,0.0876019150018692,-0.49268415570259094,0.8499877691118879,0.14938749372959137,0.06495991349220276,-0.5256858468055725,0.19189012050628662,0.10978107899427414,-0.44760653376579285,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155302622,0.16546058654785156,0.10214889049530029,-0.5271431803703308,1.1381293560148438,0.14250580966472626,0.07730472832918167,-0.5616244077682495,0.18814828991889954,0.12661762535572052,-0.4793926775455475,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155402622,0.17982228100299835,0.10692518949508667,-0.5329902172088623,0.9900521917022117,0.15489566326141357,0.07937675714492798,-0.5694282054901123,0.2034715712070465,0.13429559767246246,-0.4784849286079407,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155502622,0.17050230503082275,0.1409379094839096,-0.543865442276001,2.451998497527955,0.14369218051433563,0.10992687940597534,-0.5807819962501526,0.1950594186782837,0.17190665006637573,-0.4862501919269562,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155602622,0.17082864046096802,0.14322999119758606,-0.555738627910614,2.64481813898873,0.14327123761177063,0.1117008849978447,-0.5929718017578125,0.195360004901886,0.1750563085079193,-0.4938836991786957,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155702622,0.1686563491821289,0.1469506174325943,-0.5581660270690918,3.367415327079035,0.10563574731349945,0.10553611069917679,-0.6026718020439148,0.21432974934577942,0.1888771504163742,-0.4630192816257477,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155802622,0.17450588941574097,0.15130013227462769,-0.5311480164527893,3.0963150301828857,0.1519089937210083,0.12062704563140869,-0.5665561556816101,0.1966017186641693,0.18221734464168549,-0.4783785045146942,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
155902622,0.17207515239715576,0.11137817800045013,-0.5148395895957947,1.1773457894073986,0.1485014259815216,0.08474653959274292,-0.5499373078346252,0.19514408707618713,0.13796067237854004,-0.4645634889602661,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156002622,0.1488332450389862,0.09061004221439362,-0.5162331461906433,1.2327718426388468,0.11432263255119324,0.06485559791326523,-0.5522559285163879,0.17754516005516052,0.11670120805501938,-0.4549616873264313,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156102622,0.13775664567947388,0.08144625276327133,-0.5036453008651733,1.2676436406708862,0.09007799625396729,0.0553942546248436,-0.5414744019508362,0.17446786165237427,0.10819750279188156,-0.4306698441505432,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156202622,0.14375674724578857,0.08723136782646179,-0.5246337652206421,1.2766791665781683,0.07283784449100494,0.05964122712612152,-0.566876232624054,0.19612929224967957,0.11547105759382248,-0.43784284591674805,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156302622,0.14045970141887665,0.08468601852655411,-0.5539355874061584,1.3171215786798138,0.09233573079109192,0.057076502591371536,-0.5931013822555542,0.17530557513237,0.11294171214103699,-0.47826701402664185,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156402622,0.1429899036884308,0.07139275968074799,-0.5581620931625366,1.0293089673916938,0.09494899213314056,0.04283192753791809,-0.5978901386260986,0.1772305965423584,0.10084023326635361,-0.48092493414878845,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156502622,0.08304797112941742,0.06335048377513885,-0.540076732635498,3.716412768425015,-0.18920664489269257,0.033770810812711716,-0.6216222643852234,0.2974914610385895,0.09423968195915222,-0.3471149802207947,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156602622,0.1321420520544052,0.0887652337551117,-0.5537154674530029,1.6940070578120114,-0.01605626568198204,0.057337820529937744,-0.6114726662635803,0.2452428638935089,0.12140663713216782,-0.421314001083374,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156702622,0.1338617205619812,0.10827742516994476,-0.5419178009033203,2.847532498058638,0.03947621211409569,0.07616749405860901,-0.5894073247909546,0.203243225812912,0.14196765422821045,-0.4339933395385742,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156802622,0.12452036142349243,0.08462756872177124,-0.5138154625892639,1.8008628273184173,-0.006648015230894089,0.055842671543359756,-0.5682730078697205,0.22642815113067627,0.1146424189209938,-0.3927602767944336,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
156902622,0.061089545488357544,0.06374890357255936,-0.48542672395706177,4.0,-0.2208123803138733,0.0335690937936306,-0.5691661238670349,0.2857568860054016,0.09577839076519012,-0.2853418290615082,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157002622,0.0763922929763794,0.054780781269073486,-0.4902842342853546,3.295567433914788,-0.15029872953891754,0.025615572929382324,-0.5638665556907654,0.2568604350090027,0.08594711124897003,-0.3180994987487793,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157102622,0.07217864692211151,-0.002597462385892868,-0.4826412796974182,0.9500218546249329,0.0092955082654953,-0.03074738383293152,-0.5263170003890991,0.12181270867586136,0.027947984635829926,-0.3924119770526886,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157202622,0.02158144861459732,-0.032481882721185684,-0.460548460483551,1.3004955189992484,-0.0023522526025772095,-0.058998554944992065,-0.49695122241973877,0.04455436021089554,-0.0032611340284347534,-0.3949616253376007,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157302622,-0.014002840965986252,-0.06712377071380615,-0.4596525728702545,1.3217118437538438,-0.040426988154649734,-0.09242671728134155,-0.49637722969055176,0.010706145316362381,-0.03921991586685181,-0.3955250084400177,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157402622,-0.05602143704891205,-0.07566143572330475,-0.39822590351104736,3.471269518370239,-0.08077394217252731,-0.09567907452583313,-0.4308122396469116,-0.03255532681941986,-0.055372454226017,-0.34811463952064514,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157502622,-0.07092946767807007,-0.07804788649082184,-0.38114580512046814,4.0,-0.09481790661811829,-0.09806907176971436,-0.41360336542129517,-0.04786110669374466,-0.05777774751186371,-0.3300209045410156,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
157602622,-0.09189139306545258,-0.11179299652576447,-0.4340413212776184,3.4677386673079664,-0.11524003744125366,-0.13428115844726562,-0.4682087302207947,-0.06842148303985596,-0.08885636925697327,-0.3807314336299896,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
