tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
148502622,0.801510214805603,0.7736955881118774,-0.020560525357723236,1.598123690675182,0.7606977224349976,0.7367350459098816,-0.06001441180706024,0.8354454040527344,0.8106903433799744,0.02297864481806755,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
148602622,0.7955197095870972,0.7748700976371765,-0.01710202544927597,2.1578350791793324,0.753427267074585,0.7381768226623535,-0.056730300188064575,0.8300889730453491,0.8118343949317932,0.02748214080929756,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
148702622,0.7997089624404907,0.7564366459846497,-0.014426376670598984,1.0368806220006044,0.7574641108512878,0.721099317073822,-0.054115697741508484,0.8344878554344177,0.7920845150947571,0.029767680913209915,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
148802622,0.7628742456436157,0.7579305768013,0.0014647841453552246,4.0,0.7255091667175293,0.7223403453826904,-0.03586597740650177,0.7948311567306519,0.7941254377365112,0.04386528208851814,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
148902622,0.1593138426542282,0.29637911915779114,-0.1196485310792923,0.45010876904080493,0.04918903484940529,0.08526057749986649,-0.24969282746315002,0.2552869915962219,0.4982670545578003,0.07031446695327759,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149002622,0.2091211974620819,0.12529954314231873,-0.22998720407485962,0.7601595759742799,0.1870686113834381,0.097512386739254,-0.2652546167373657,0.2293710708618164,0.15339435636997223,-0.18015719950199127,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149102622,0.5713930130004883,0.47174426913261414,-0.1570468246936798,0.5528364072438308,0.5438159704208374,0.441961407661438,-0.19180911779403687,0.5969962477684021,0.49919140338897705,-0.12558867037296295,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149202622,0.5802721977233887,0.6123946309089661,-0.1645553708076477,1.6378364276132475,0.552506148815155,0.5836212038993835,-0.1947350651025772,0.6057046055793762,0.6409421563148499,-0.13518337905406952,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149302622,0.5300153493881226,0.46519196033477783,-0.14697453379631042,0.8609015732427346,0.5045327544212341,0.4372541308403015,-0.17970404028892517,0.554680347442627,0.49162542819976807,-0.11672613024711609,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149402622,0.23459520936012268,0.20096948742866516,-0.1965382844209671,1.8633811226298906,-0.05903792381286621,0.12302055209875107,-0.31524577736854553,0.4885186553001404,0.27805954217910767,0.014125000685453415,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149502622,0.21538883447647095,0.1457291841506958,-0.26887795329093933,0.9214274282399136,0.19366440176963806,0.1168067455291748,-0.30349215865135193,0.2354079782962799,0.17479680478572845,-0.21737706661224365,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149602622,0.08187894523143768,0.035294659435749054,-0.24868836998939514,1.3925219866689618,0.06445935368537903,0.01355857402086258,-0.278476357460022,0.09913351386785507,0.057507291436195374,-0.2075948566198349,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149702622,0.06526509672403336,0.002837520092725754,-0.27426764369010925,1.0473602074164232,0.04786321893334389,-0.017712414264678955,-0.30391716957092285,0.08250577002763748,0.023630432784557343,-0.2335587441921234,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149802622,0.0584070086479187,0.00030270591378211975,-0.27171790599823,1.1247157315352219,0.04226831719279289,-0.019496388733386993,-0.300245463848114,0.07513049989938736,0.020278729498386383,-0.23312309384346008,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
149902622,0.06105905771255493,0.003895998001098633,-0.2618670165538788,1.1400566655433413,0.04481859132647514,-0.016267679631710052,-0.29060065746307373,0.07780997455120087,0.024537719786167145,-0.22311609983444214,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150002622,0.06820185482501984,0.009127557277679443,-0.25750869512557983,1.101618117889826,0.05214546248316765,-0.011482201516628265,-0.2863388657569885,0.08459841459989548,0.03028753027319908,-0.21819449961185455,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150102622,0.07148115336894989,0.008534245193004608,-0.2694268822669983,1.0370692833024284,0.055556509643793106,-0.011455066502094269,-0.2980835735797882,0.08777109533548355,0.028589647263288498,-0.23077203333377838,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150202622,0.07088713347911835,0.012677434831857681,-0.27443331480026245,1.1229983699536896,0.05425490811467171,-0.0074425265192985535,-0.3032444417476654,0.08758405596017838,0.03267510607838631,-0.2364879548549652,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150302622,0.34729069471359253,0.25350329279899597,-0.34598085284233093,0.6781131981155722,0.32162368297576904,0.22864624857902527,-0.37861281633377075,0.3735567629337311,0.27684199810028076,-0.3098757266998291,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150402622,0.348124235868454,0.28423362970352173,-0.35846561193466187,0.9944729375701826,0.32920482754707336,0.2570958733558655,-0.38915878534317017,0.3676699995994568,0.3094082474708557,-0.32665836811065674,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150502622,0.34058988094329834,0.27536556124687195,-0.34629783034324646,0.9729915229292001,0.32230785489082336,0.2476220279932022,-0.377086877822876,0.3594830334186554,0.30111658573150635,-0.31449106335639954,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150602622,0.33549702167510986,0.26082637906074524,-0.3713317811489105,0.8601205801928491,0.3169373869895935,0.23426054418087006,-0.4020351767539978,0.35492560267448425,0.28538528084754944,-0.33926016092300415,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150702622,0.09518618881702423,0.023210138082504272,-0.3007158935070038,0.9142745479417737,0.07949487864971161,-0.02538895606994629,-0.3379790484905243,0.11135024577379227,0.0711703822016716,-0.23861382901668549,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150802622,0.09918434917926788,0.03723336011171341,-0.30652913451194763,1.0636070743130115,0.08291736245155334,0.004922959953546524,-0.33899813890457153,0.11559704691171646,0.06957289576530457,-0.25583481788635254,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
150902622,0.08473879098892212,0.018360722810029984,-0.33512893319129944,1.0031720196327145,0.0692128986120224,-0.0017198286950588226,-0.3640632629394531,0.10084269195795059,0.038018666207790375,-0.29501914978027344,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151002622,0.07856354862451553,0.017313465476036072,-0.36113446950912476,1.097726791166034,0.06223149225115776,-0.0028594061732292175,-0.3904273509979248,0.09512976557016373,0.037198565900325775,-0.31800079345703125,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151102622,-0.014234255999326706,-0.06884223222732544,-0.3460274040699005,1.2248834529248314,-0.03183145076036453,-0.088417187333107,-0.3759121298789978,0.004191230982542038,-0.04923620820045471,-0.30315810441970825,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151202622,-0.00728486105799675,-0.07104374468326569,-0.3264418840408325,1.0419537132751175,-0.0245549026876688,-0.08975452184677124,-0.35570454597473145,0.010871056467294693,-0.052477121353149414,-0.2852820158004761,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151302622,0.007870715111494064,-0.04783031716942787,-0.3154010474681854,1.1891570905475375,-0.010483309626579285,-0.06620515137910843,-0.3447607755661011,0.026477821171283722,-0.029696322977542877,-0.27306270599365234,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151402622,0.031350888311862946,-0.018884342163801193,-0.320090115070343,1.3209019131555537,0.013958524912595749,-0.0374995693564415,-0.34876585006713867,0.04896856099367142,-0.0004479736089706421,-0.27800673246383667,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151502622,0.05713557451963425,0.008750710636377335,-0.3255237340927124,1.3731401610002825,0.04089521989226341,-0.010537825524806976,-0.3542819619178772,0.0736222192645073,0.027834970504045486,-0.28489065170288086,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151602622,0.06919797509908676,0.01603928580880165,-0.3502695560455322,1.2601660861608022,0.052946414798498154,-0.0036882199347019196,-0.3789363503456116,0.08568299561738968,0.035506173968315125,-0.30913758277893066,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151702622,0.07175831496715546,0.012217305600643158,-0.37814104557037354,1.1370520460674949,0.05498238280415535,-0.016248740255832672,-0.41050010919570923,0.0888001099228859,0.040199823677539825,-0.32537442445755005,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151802622,0.06776649504899979,0.004703499376773834,-0.4124678671360016,1.0892605479283275,0.04940829053521156,-0.016523927450180054,-0.44387054443359375,0.08650533109903336,0.02591714635491371,-0.36405089497566223,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
151902622,0.055751778185367584,0.0006607100367546082,-0.41826146841049194,1.250543202858574,0.03698786720633507,-0.02041250467300415,-0.4495673179626465,0.07488967478275299,0.021453384310007095,-0.3716634511947632,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152002622,0.05859547108411789,-0.0004744119942188263,-0.4157570004463196,1.1649397360445446,0.03992791101336479,-0.02170715481042862,-0.4469524025917053,0.07729560881853104,0.020710766315460205,-0.36799246072769165,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152102622,0.040988266468048096,-0.007548686116933823,-0.39931780099868774,1.4083135060037488,0.022006209939718246,-0.02794322371482849,-0.4299461841583252,0.06004703789949417,0.012740354984998703,-0.3522128462791443,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152202622,0.0398116335272789,-2.4937093257904053e-05,-0.4253484308719635,1.7355305336100495,0.01808815822005272,-0.021254025399684906,-0.4575962424278259,0.06134498119354248,0.02130398526787758,-0.3746931552886963,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152302622,0.04798346012830734,-8.982047438621521e-05,-0.4342827796936035,1.4438326991821313,0.02817031368613243,-0.02257148176431656,-0.46655988693237305,0.06872966140508652,0.02266538143157959,-0.38669174909591675,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
152402622,0.06931301951408386,0.002055589109659195,-0.4284714460372925,1.0286337567097443,0.04948830232024193,-0.03321319818496704,-0.464836061000824,0.0898795798420906,0.03755932301282883,-0.3685290515422821,0.0315,0.0,0.0,-0.0315,0.0,0.0,9123c598-cbed-4083-997a-e42195bde05f
