tracking_timestamp_us,yaw_rads_cpf,pitch_rads_cpf,yaw_low_rads_cpf,pitch_low_rads_cpf,yaw_high_rads_cpf,pitch_high_rads_cpf,depth_m,session_uid
150702622,0.102358,-0.278605,0.068508,-0.30372,0.11994,-0.231972,,8d34a429-0122-49a7-9eec-751da9d37d9f
150802622,0.102538,-0.298169,0.06880700000000001,-0.32403200000000004,0.1214,-0.258942,,8d34a429-0122-49a7-9eec-751da9d37d9f
150902622,0.07925399999999999,-0.303282,0.038462,-0.338124,0.102748,-0.215177,,8d34a429-0122-49a7-9eec-751da9d37d9f
151002622,0.078808,-0.315375,0.051026,-0.351124,0.113197,-0.240359,,8d34a429-0122-49a7-9eec-751da9d37d9f
151102622,-0.006881,-0.337368,-0.027023,-0.359401,0.009761,-0.291063,,8d34a429-0122-49a7-9eec-751da9d37d9f
151202622,-0.006155,-0.317869,-0.021549,-0.336833,0.008965,-0.281674,,8d34a429-0122-49a7-9eec-751da9d37d9f
151302622,0.0045130000000000005,-0.308041,-0.015911,-0.32897600000000005,0.019973,-0.259283,,8d34a429-0122-49a7-9eec-751da9d37d9f
151402622,0.037475,-0.29680700000000004,0.008440000000000001,-0.327171,0.05851799999999999,-0.21447199999999994,,8d34a429-0122-49a7-9eec-751da9d37d9f
151502622,0.06094099999999999,-0.29532600000000003,0.006868000000000001,-0.33588,0.08719199999999999,-0.201284,,8d34a429-0122-49a7-9eec-751da9d37d9f
151602622,0.068759,-0.28472,0.036215,-0.330936,0.108803,-0.175504,,8d34a429-0122-49a7-9eec-751da9d37d9f
151702622,0.08001799999999999,-0.32117399999999996,0.035869,-0.390734,0.16439,-0.195768,,8d34a429-0122-49a7-9eec-751da9d37d9f
151802622,0.074507,-0.374832,0.01555,-0.438412,0.13585999999999998,-0.222924,,8d34a429-0122-49a7-9eec-751da9d37d9f
151902622,0.064427,-0.375313,-0.011374,-0.448468,0.132346,-0.219594,,8d34a429-0122-49a7-9eec-751da9d37d9f
152002622,0.066211,-0.353445,0.016323,-0.4210680000000001,0.136418,-0.208833,,8d34a429-0122-49a7-9eec-751da9d37d9f
152102622,0.052898,-0.318181,-0.001201,-0.398521,0.141509,-0.153627,,8d34a429-0122-49a7-9eec-751da9d37d9f
152202622,0.048925,-0.341624,0.012873,-0.412075,0.128076,-0.212004,,8d34a429-0122-49a7-9eec-751da9d37d9f
152302622,0.059839,-0.397126,0.034953,-0.439607,0.098408,-0.32141,,8d34a429-0122-49a7-9eec-751da9d37d9f
152402622,0.06178300000000001,-0.42987,0.040172,-0.4597229999999999,0.086921,-0.372012,,8d34a429-0122-49a7-9eec-751da9d37d9f
152502622,0.087979,-0.4293479999999999,0.073749,-0.448797,0.10252,-0.399067,,8d34a429-0122-49a7-9eec-751da9d37d9f
152602622,0.114627,-0.409597,0.094925,-0.432259,0.130701,-0.352605,,8d34a429-0122-49a7-9eec-751da9d37d9f
152702622,0.120648,-0.405204,0.097023,-0.430568,0.13783399999999998,-0.33522399999999997,,8d34a429-0122-49a7-9eec-751da9d37d9f
152802622,0.129188,-0.414222,0.10876199999999997,-0.438433,0.14644300000000002,-0.352304,,8d34a429-0122-49a7-9eec-751da9d37d9f
152902622,0.152311,-0.442842,0.13713699999999998,-0.465562,0.169193,-0.409908,,8d34a429-0122-49a7-9eec-751da9d37d9f
153002622,0.165199,-0.44956,0.147898,-0.472871,0.182151,-0.406325,,8d34a429-0122-49a7-9eec-751da9d37d9f
153102622,0.169183,-0.458219,0.15395,-0.480317,0.185645,-0.426858,,8d34a429-0122-49a7-9eec-751da9d37d9f
153202622,0.163773,-0.459047,0.148331,-0.4814229999999999,0.180604,-0.427939,,8d34a429-0122-49a7-9eec-751da9d37d9f
153302622,0.191491,-0.4939149999999999,0.17416700000000002,-0.520094,0.210314,-0.455449,,8d34a429-0122-49a7-9eec-751da9d37d9f
153402622,0.216938,-0.5158689999999999,0.193925,-0.548825,0.241434,-0.434988,,8d34a429-0122-49a7-9eec-751da9d37d9f
153502622,0.22805100000000006,-0.512417,0.212347,-0.535501,0.244991,-0.4804989999999999,,8d34a429-0122-49a7-9eec-751da9d37d9f
153602622,0.240023,-0.486625,0.222106,-0.513583,0.260602,-0.445476,,8d34a429-0122-49a7-9eec-751da9d37d9f
153702622,0.240042,-0.486162,0.217291,-0.5227,0.267677,-0.420648,,8d34a429-0122-49a7-9eec-751da9d37d9f
153802622,0.200561,-0.489715,0.181939,-0.520514,0.22369099999999995,-0.435803,,8d34a429-0122-49a7-9eec-751da9d37d9f
153902622,0.200634,-0.4782939999999999,0.182093,-0.509815,0.224032,-0.426065,,8d34a429-0122-49a7-9eec-751da9d37d9f
154002622,0.217696,-0.4804560000000001,0.199804,-0.50836,0.239083,-0.4375850000000001,,8d34a429-0122-49a7-9eec-751da9d37d9f
154102622,0.25538099999999997,-0.46742,0.236975,-0.495594,0.277169,-0.424583,,8d34a429-0122-49a7-9eec-751da9d37d9f
154202622,0.319321,-0.495823,0.303678,-0.512975,0.333808,-0.476195,,8d34a429-0122-49a7-9eec-751da9d37d9f
154302622,0.31077,-0.493363,0.294772,-0.5120899999999999,0.325442,-0.472976,,8d34a429-0122-49a7-9eec-751da9d37d9f
154402622,0.322922,-0.5232479999999999,0.30730999999999997,-0.541049,0.337622,-0.5041,,8d34a429-0122-49a7-9eec-751da9d37d9f
154502622,0.317768,-0.529501,0.302244,-0.5469229999999999,0.332281,-0.510289,,8d34a429-0122-49a7-9eec-751da9d37d9f
154602622,0.329931,-0.542579,0.314267,-0.560565,0.344342,-0.52089,,8d34a429-0122-49a7-9eec-751da9d37d9f
154702622,0.293437,-0.493715,0.277723,-0.512473,0.308122,-0.472456,,8d34a429-0122-49a7-9eec-751da9d37d9f
154802622,0.247429,-0.476034,0.21327,-0.50917,0.272904,-0.427165,,8d34a429-0122-49a7-9eec-751da9d37d9f
154902622,0.195649,-0.4615899999999999,0.178452,-0.489101,0.216107,-0.419305,,8d34a429-0122-49a7-9eec-751da9d37d9f
155002622,0.173298,-0.450443,0.15829300000000002,-0.472486,0.189758,-0.420754,,8d34a429-0122-49a7-9eec-751da9d37d9f
155102622,0.163482,-0.436549,0.14637,-0.464514,0.183992,-0.392731,,8d34a429-0122-49a7-9eec-751da9d37d9f
155202622,0.162249,-0.468067,0.14426,-0.499592,0.184803,-0.414479,,8d34a429-0122-49a7-9eec-751da9d37d9f
155302622,0.165958,-0.501796,0.146566,-0.535319,0.189494,-0.4424300000000001,,8d34a429-0122-49a7-9eec-751da9d37d9f
155402622,0.183457,-0.551551,0.165745,-0.576762,0.200661,-0.4987609999999999,,8d34a429-0122-49a7-9eec-751da9d37d9f
155502622,0.193151,-0.568948,0.177857,-0.59058,0.207238,-0.537196,,8d34a429-0122-49a7-9eec-751da9d37d9f
155602622,0.199717,-0.574429,0.183246,-0.596758,0.213626,-0.538155,,8d34a429-0122-49a7-9eec-751da9d37d9f
155702622,0.209163,-0.587192,0.192525,-0.6085189999999999,0.223037,-0.5528489999999999,,8d34a429-0122-49a7-9eec-751da9d37d9f
155802622,0.212536,-0.535578,0.197454,-0.558199,0.227281,-0.5035850000000001,,8d34a429-0122-49a7-9eec-751da9d37d9f
155902622,0.188572,-0.536354,0.17436300000000002,-0.556828,0.202688,-0.508089,,8d34a429-0122-49a7-9eec-751da9d37d9f
156002622,0.16933099999999998,-0.520053,0.150399,-0.547473,0.186635,-0.462377,,8d34a429-0122-49a7-9eec-751da9d37d9f
156102622,0.145501,-0.509033,0.124679,-0.538393,0.164919,-0.443358,,8d34a429-0122-49a7-9eec-751da9d37d9f
156202622,0.174814,-0.542021,0.157388,-0.565179,0.189565,-0.501524,,8d34a429-0122-49a7-9eec-751da9d37d9f
156302622,0.179334,-0.584086,0.159415,-0.613137,0.19695,-0.528579,,8d34a429-0122-49a7-9eec-751da9d37d9f
156402622,0.16909100000000002,-0.583795,0.15023399999999998,-0.613375,0.188237,-0.527209,,8d34a429-0122-49a7-9eec-751da9d37d9f
156502622,0.175953,-0.591548,0.15792,-0.620065,0.194905,-0.537085,,8d34a429-0122-49a7-9eec-751da9d37d9f
156602622,0.17844300000000002,-0.584952,0.16087,-0.611558,0.195904,-0.540009,,8d34a429-0122-49a7-9eec-751da9d37d9f
156702622,0.18773,-0.57445,0.168714,-0.604631,0.206533,-0.5172,,8d34a429-0122-49a7-9eec-751da9d37d9f
156802622,0.1673,-0.553912,0.15076199999999998,-0.5770930000000001,0.182143,-0.5190239999999999,,8d34a429-0122-49a7-9eec-751da9d37d9f
156902622,0.150626,-0.560738,0.13030899999999998,-0.5869979999999999,0.167425,-0.501633,,8d34a429-0122-49a7-9eec-751da9d37d9f
157002622,0.136414,-0.559218,0.113406,-0.585858,0.153057,-0.490686,,8d34a429-0122-49a7-9eec-751da9d37d9f
157102622,0.089956,-0.514599,0.063042,-0.5402939999999999,0.106795,-0.44198,,8d34a429-0122-49a7-9eec-751da9d37d9f
157202622,0.040018,-0.483422,0.018662,-0.5073409999999999,0.055089,-0.422542,,8d34a429-0122-49a7-9eec-751da9d37d9f
157302622,0.000525,-0.476077,-0.025929,-0.502885,0.016434,-0.39635,,8d34a429-0122-49a7-9eec-751da9d37d9f
157402622,-0.024056,-0.348997,-0.067656,-0.411729,0.029263,-0.178886,,8d34a429-0122-49a7-9eec-751da9d37d9f
157502622,-0.05098,-0.33316399999999996,-0.097723,-0.399094,0.00965,-0.167493,,8d34a429-0122-49a7-9eec-751da9d37d9f
157602622,-0.079924,-0.406426,-0.132966,-0.457041,-0.051068,-0.229107,,8d34a429-0122-49a7-9eec-751da9d37d9f
157702622,-0.107398,-0.480797,-0.163128,-0.521967,-0.085274,-0.318556,,8d34a429-0122-49a7-9eec-751da9d37d9f
157802622,-0.097261,-0.512039,-0.16675299999999998,-0.561189,-0.072381,-0.29079099999999997,,8d34a429-0122-49a7-9eec-751da9d37d9f
157902622,-0.08555499999999999,-0.560451,-0.168939,-0.620667,-0.054815,-0.267391,,8d34a429-0122-49a7-9eec-751da9d37d9f
158002622,-0.113917,-0.548208,-0.197359,-0.6240220000000001,-0.07293,-0.236375,,8d34a429-0122-49a7-9eec-751da9d37d9f
158102622,-0.090031,-0.613928,-0.147707,-0.673552,-0.056101,-0.379064,,8d34a429-0122-49a7-9eec-751da9d37d9f
158202622,-0.089795,-0.637096,-0.130529,-0.690279,-0.056277,-0.4719350000000001,,8d34a429-0122-49a7-9eec-751da9d37d9f
158302622,-0.072184,-0.76822,-0.097779,-0.802852,-0.044988,-0.677168,,8d34a429-0122-49a7-9eec-751da9d37d9f
158402622,-0.052557000000000006,-0.768303,-0.08165700000000001,-0.801287,-0.02626,-0.6933229999999999,,8d34a429-0122-49a7-9eec-751da9d37d9f
158502622,-0.032649,-0.783916,-0.062511,-0.816411,-0.005749,-0.703488,,8d34a429-0122-49a7-9eec-751da9d37d9f
158602622,-0.023594,-0.8020520000000001,-0.058511,-0.834775,0.0032649999999999997,-0.713972,,8d34a429-0122-49a7-9eec-751da9d37d9f
158702622,-0.038876999999999995,-0.794377,-0.071813,-0.8289,-0.010531,-0.706799,,8d34a429-0122-49a7-9eec-751da9d37d9f
158802622,-0.064226,-0.73533,-0.094243,-0.7792560000000001,-0.029668,-0.634316,,8d34a429-0122-49a7-9eec-751da9d37d9f
158902622,-0.110033,-0.7291310000000001,-0.140768,-0.770031,-0.078664,-0.613263,,8d34a429-0122-49a7-9eec-751da9d37d9f
159002622,-0.105891,-0.653622,-0.160503,-0.705358,-0.07231900000000001,-0.460373,,8d34a429-0122-49a7-9eec-751da9d37d9f
159102622,-0.058701,-0.620877,-0.124393,-0.6693899999999999,-0.031605,-0.403023,,8d34a429-0122-49a7-9eec-751da9d37d9f
159202622,-0.016411000000000002,-0.4867109999999999,-0.056040999999999994,-0.527342,0.008558,-0.353227,,8d34a429-0122-49a7-9eec-751da9d37d9f
159302622,-0.008509000000000001,-0.33670900000000004,-0.043601,-0.386849,0.025449,-0.187086,,8d34a429-0122-49a7-9eec-751da9d37d9f
159402622,-0.008898,-0.267326,-0.060576,-0.325327,0.041749,-0.149973,,8d34a429-0122-49a7-9eec-751da9d37d9f
159502622,-0.009027,-0.280134,-0.025935000000000003,-0.30042800000000003,0.006147,-0.247983,,8d34a429-0122-49a7-9eec-751da9d37d9f
159602622,-0.000109,-0.29586999999999997,-0.019902,-0.32150300000000004,0.020122,-0.248926,,8d34a429-0122-49a7-9eec-751da9d37d9f
159702622,0.013608000000000002,-0.2978,-0.024702,-0.358559,0.077324,-0.174413,,8d34a429-0122-49a7-9eec-751da9d37d9f
159802622,0.026971,-0.264937,-0.014594,-0.335395,0.086886,-0.094289,,8d34a429-0122-49a7-9eec-751da9d37d9f
159902622,0.038893,-0.308927,0.002095,-0.359184,0.076396,-0.176358,,8d34a429-0122-49a7-9eec-751da9d37d9f
160002622,0.039619,-0.311862,0.000212,-0.360334,0.070936,-0.164192,,8d34a429-0122-49a7-9eec-751da9d37d9f
160102622,0.033519,-0.29585300000000003,-0.006954999999999999,-0.354564,0.083216,-0.147196,,8d34a429-0122-49a7-9eec-751da9d37d9f
160202622,0.025299,-0.262447,-0.021181,-0.339256,0.095728,-0.076221,,8d34a429-0122-49a7-9eec-751da9d37d9f
160302622,0.022351,-0.26424200000000003,-0.012338,-0.321212,0.07059,-0.125779,,8d34a429-0122-49a7-9eec-751da9d37d9f
160402622,0.029171,-0.245463,-0.011209,-0.313725,0.085246,-0.079229,,8d34a429-0122-49a7-9eec-751da9d37d9f
160502622,0.034723000000000004,-0.260272,0.001193,-0.318846,0.080868,-0.120092,,8d34a429-0122-49a7-9eec-751da9d37d9f
160602622,0.028943,-0.260646,-0.011373,-0.32013600000000003,0.069265,-0.090293,,8d34a429-0122-49a7-9eec-751da9d37d9f
160702622,0.034234,-0.251361,-0.000549,-0.306856,0.06963,-0.102892,,8d34a429-0122-49a7-9eec-751da9d37d9f
